Date,Noun_freq
2020.12.14,"[('축산', 13), ('가축', 9), ('처리', 9), ('산업', 7), ('계획', 5), ('시설', 4), ('시행', 3), ('사업', 3), ('본격', 2), ('규제', 2), ('적용', 2), ('시장', 2), ('예정', 2), ('활용', 2), ('요구', 1), ('확보', 1), ('대응', 1), ('제공', 1), ('투자', 1), ('지속', 1), ('사육', 1), ('농가', 1), ('축사', 1), ('방지', 1), ('제도', 1), ('마련', 1), ('영향', 1), ('추가', 1), ('제거', 1), ('대책', 1), ('성장', 1), ('농장', 1), ('정부', 1), ('규모', 1), ('농림축산식품부', 1), ('지원', 1), ('투입', 1), ('집중', 1), ('작업', 1), ('개발', 1), ('발생', 1), ('비용', 1), ('보급', 1), ('금지', 1)]"
2020.12.14,"[('가격', 9), ('강세', 6), ('지속', 5), ('수요', 4), ('코로나', 3), ('확산', 3), ('제외', 2), ('김장', 2), ('증가', 2), ('출하', 2), ('소비', 2), ('작용', 1), ('축산물', 1), ('거래', 1), ('상승', 1), ('대비', 1), ('산정', 1), ('축산물품질평가원', 1), ('약세', 1), ('외식', 1), ('시장', 1), ('위축', 1), ('영향', 1), ('반영', 1), ('재고', 1), ('부담', 1), ('감소', 1), ('조정', 1), ('유지', 1), ('보합', 1), ('금지', 1)]"
2020.12.11,"[('배합사료', 9), ('생산', 4), ('사료', 4), ('조사', 3), ('문제', 2), ('주의', 2), ('지적', 2), ('대비', 2), ('증가', 2), ('원료', 2), ('가축', 2), ('발생', 2), ('수입', 2), ('곡물', 2), ('개최', 1), ('제외', 1), ('사업', 1), ('오염', 1), ('향상', 1), ('증상', 1), ('효과', 1), ('대책', 1), ('요청', 1), ('면역', 1), ('저해', 1), ('사용', 1), ('조치', 1), ('파악', 1), ('필요', 1), ('금지', 1)]"
2020.12.11,"[('농장', 14), ('사료', 6), ('지속', 6), ('소비자', 5), ('사업', 4), ('생산', 3), ('산업', 3), ('성공', 2), ('제시', 2), ('개최', 2), ('진행', 2), ('선정', 2), ('향상', 2), ('농가', 2), ('문제', 2), ('고객', 2), ('예정', 2), ('요구', 1), ('출현', 1), ('축산', 1), ('방역', 1), ('가격', 1), ('항생제', 1), ('공급', 1), ('질병', 1), ('당부', 1), ('변화', 1), ('세대', 1), ('분', 1), ('감사', 1), ('성장', 1), ('논의', 1), ('계획', 1), ('발전', 1), ('투자', 1), ('지원', 1), ('금지', 1)]"
2020.12.11,"[('농장', 19), ('출하', 17), ('축산물', 4), ('농가', 4), ('출현', 4), ('유지', 4), ('평가', 3), ('고객', 2), ('농림축산식품부', 2), ('코로나', 2), ('진행', 2), ('시작', 2), ('개최', 1), ('판정', 1), ('활용', 1), ('생산', 1), ('선정', 1), ('행사', 1), ('방역', 1), ('연속', 1), ('발전', 1), ('방법', 1), ('시행', 1), ('사료', 1), ('지속', 1), ('금지', 1)]"
2020.12.11,"[('추진', 5), ('체결', 4), ('사용', 4), ('농가', 4), ('진행', 3), ('개발', 3), ('활용', 3), ('계획', 3), ('원료', 2), ('소비', 2), ('확대', 2), ('시장', 2), ('생산', 2), ('소비자', 2), ('구매', 2), ('이용', 1), ('협의', 1), ('홍보', 1), ('구축', 1), ('행사', 1), ('촉진', 1), ('침체', 1), ('참여', 1), ('고객', 1), ('예정', 1), ('사업', 1), ('금지', 1)]"
2020.12.10,"[('가격', 10), ('수입', 7), ('물량', 7), ('확대', 6), ('발생', 4), ('수급', 3), ('원료', 3), ('소비', 2), ('질병', 2), ('유통', 2), ('수출', 2), ('방안', 2), ('생산', 2), ('공급', 2), ('추진', 1), ('불안', 1), ('선호', 1), ('현상', 1), ('약세', 1), ('코로나', 1), ('외식', 1), ('급감', 1), ('재고', 1), ('해소', 1), ('원가', 1), ('대비', 1), ('손실', 1), ('제시', 1), ('거래', 1), ('변동', 1), ('안정', 1), ('사용', 1), ('작용', 1), ('아프리카', 1), ('열병', 1), ('우려', 1), ('진행', 1), ('논의', 1), ('체결', 1), ('추가', 1), ('금지', 1)]"
2020.12.10,"[('하락', 5), ('대비', 3), ('수출', 2), ('증가', 2), ('수출물량', 2), ('연속', 1), ('계속', 1), ('시장', 1), ('공급', 1), ('본격', 1), ('발생', 1), ('개발', 1), ('감소', 1), ('급증', 1), ('출국', 1), ('지속', 1), ('금지', 1)]"
2020.12.10,"[('해결', 4), ('소비', 4), ('수입', 4), ('재고', 3), ('강세', 2), ('불안', 2), ('부족', 2), ('방안', 2), ('수출', 2), ('원료', 2), ('사용', 1), ('여부', 1), ('차지', 1), ('걱정', 1), ('공급', 1), ('영향', 1), ('감소', 1), ('지적', 1), ('수출입', 1), ('문제', 1), ('처리', 1), ('회복', 1), ('시설', 1), ('구매', 1), ('물량', 1), ('생산', 1), ('확대', 1), ('가격', 1), ('정부', 1), ('생산자', 1), ('금지', 1)]"
2020.12.10,"[('농가', 16), ('폐업', 6), ('지급', 3), ('지원', 3), ('시작', 2), ('결정', 2), ('처분', 1), ('준비', 1), ('어려움', 1), ('사업', 1), ('사육', 1), ('진입', 1), ('대비', 1), ('선택', 1), ('고민', 1), ('금지', 1)]"
