Date,Nouns
2019.12.11,"['축산물품질평가원', '축산물', '거래', '증가', '가격', '제외', '하락', '출현', '상승', '출하', '대비', '산정', '출하', '가격', '가격', '가격', '시세', '소비', '출하', '상승', '금지']"
2019.12.11,"['아프리카', '열병', '발생', '지속', '열병', '확산', '추세', '열병', '박멸', '항체', '항원', '검사', '항원', '발생', '항체', '발견', '열병', '항체', '항원', '바이러스', '발생', '지속', '열병', '바이러스', '감염', '백신', '항원', '감소', '백신', '열병', '바이러스', '차단', '도움', '백신', '감염', '백신', '백신', '약품', '개발', '판매', '금지']"
2019.12.11,"['축산물품질평가원', '판정', '개정', '추진', '농가', '소비', '시장', '판정', '개정', '축산물품질평가원', '판정', '개정', '진행', '소비자', '소비자', '개정', '농가', '소비자', '마련', '다산', '생산', '마련', '마련', '상향', '조정', '마련', '요구', '소비', '시장', '평가', '소비자', '판정', '체계', '마련', '유통', '수출', '적용', '변화', '소비자', '요구', '생산', '생산', '적용', '시장', '개선', '판정', '소비자', '선호', '생산', '상향', '상향', '조정', '농림축산식품부', '축산', '판정', '마련', '시행', '금지']"
2019.12.11,"['농산물', '원산지', '위반', '단속', '효율', '열병', '항체', '원산지', '개발', '개최', '추진', '논의', '원산지', '축산물', '원산지', '단속', '효율', '단속', '축산', '거래', '증가', '대응', '판매', '단속', '강화', '원산지', '위반', '단속', '효율', '원산지', '개발', '열병', '항체', '원산지', '열병', '백신', '접종', '열병', '항체', '수입', '열병', '발생', '수입', '열병', '항체', '이용', '원산지', '개발', '단속', '효율', '계획', '원산지', '위반', '제공', '위반', '원산지', '위반', '계획', '금지']"
2019.12.10,"['축산물품질평가원', '축산물', '거래', '감소', '가격', '제외', '하락', '출현', '하락', '출하', '대비', '산정', '출하', '가격', '가격', '가격', '시세', '출하물량', '출현', '보합', '금지']"
2019.12.10,"['아프리카', '열병', '출현', '정부', '방역', '처분', '농가', '농가', '정책', '정책', '정부', '요구', '발견', '아프리카', '열병', '바이러스', '발견', '발생', '확인', '방역', '농가', '농가', '농장', '소독', '차단', '방역', '시설', '점검', '실시', '조치', '방역', '운영', '방역', '강화', '농가', '방역', '정책', '처분', '농가', '조치', '농가', '방역', '발생', '우려', '발생', '겨울철', '계절', '바이러스', '생존', '확산', '정부', '농가', '농가', '농가', '차단', '방법', '마련', '정책', '정책', '정부', '요구', '금지']"
2019.12.10,"['발생', '제한', '해제', '농가', '피해', '제한', '해제', '농가', '출하', '도입', '생산', '저하', '문제', '농가', '출하', '도태', '도입', '생산', '예방', '처분', '농가', '정부', '사육', '제한', '해제', '농림축산식품부', '추가', '발생', '방역', '지자체', '추가', '발생', '제한', '지속', '농가', '금지']"
2019.12.10,"['가격', '상승세', '약화', '가격', '제외', '김장', '수요', '발생', '할인', '행사', '영향', '상승', '보합', '축산물', '거래', '증가', '가격', '제외', '상승', '출하', '대비', '산정', '출하', '가격', '가격', '가격', '시세', '보합', '보합', '가격', '상승', '가격', '소비', '유통', '시장', '할인', '행사', '상승', '가격', '할인', '행사', '중단', '소비', '위축', '영향', '약세', '보합', '출하', '물량', '시장', '금지']"
2019.12.10,"['축제', '농림축산식품부', '축제', '행사', '축산', '경제', '소비자', '소비', '촉진', '축제', '할인', '판매', '활용', '행사', '진행', '겨울철', '축제', '금지']"
2019.12.09,"['축산물품질평가원', '축산물', '거래', '증가', '가격', '제외', '상승', '출현', '하락', '출하', '대비', '산정', '출하', '가격', '가격', '가격', '시세', '출하물량', '출현', '소비', '기대', '상승', '금지']"
