Date,TF_IDF
2014.05.26,"[0.1468818713168481, 0.12295487935430799, 0.1066997794530913, 0.3297352925759188, 0.11405442173772773, 0.3016782763959496, 0.06652508331678736, 0.15924986947771305, 0.07249081961113106, 0.16608097226933316, 0.09768671610212802, 0.12552908900632798, 0.09693456495206611, 0.1405953628439101, 0.10312548943125756, 0.12791847889678828, 0.3288956468503798, 0.12903392056089671, 0.11881359071632831, 0.20237266695297493, 0.5016823461081024, 0.21510352397237573, 0.1006181615748713, 0.13330826526708395, 0.16308864985640242, 0.12583140949608093, 0.2166082982602811]"
2014.05.26,"[0.044310195284981375, 0.15018972976260703, 0.09372661977783979, 0.19754981117415832, 0.8656471772136954, 0.10437637202766158, 0.2012415807163398, 0.28489559980794366, 0.1608074965359576, 0.14109165290944642]"
2014.05.26,"[0.14501479613395837, 0.1578681301472924, 0.13377379434043205, 0.33392870679513686, 0.08332584338958544, 0.09268205024074745, 0.08050475906522066, 0.3519147128605142, 0.6168246398152402, 0.1081685673664824, 0.19173659540563864, 0.18713812516131123, 0.25993073308743275, 0.38375220126968557]"
2014.05.26,"[0.07077860620602376, 0.06719648152102406, 0.05067811907548585, 0.14247420350975185, 0.07541654066449303, 0.07431448108952893, 0.29089439035541903, 0.07553669445267107, 0.08559381375867, 0.1109292427710223, 0.11475437612388724, 0.18310261172688977, 0.08791190316033759, 0.31506704904427973, 0.09082498572120865, 0.17662712818005236, 0.23911882785973618, 0.2397748356726861, 0.09132438948928617, 0.1532428053479313, 0.5966254332938832, 0.16693889765699985, 0.1104926539415793, 0.3328227748961345]"
2014.05.22,"[0.0426634407410198, 0.0928897987652643, 0.07405171144801623, 0.06500436172708697, 0.05714835896557399, 0.19648405506041405, 0.04902902705684116, 0.08078897453217657, 0.07884982782021689, 0.0887519062310718, 0.05453423048706962, 0.10525636567325099, 0.07882674832364793, 0.5868804052203619, 0.15530028209137048, 0.272205273219661, 0.2545860635968726, 0.2478418507210082, 0.13447249126210398, 0.25847315085263883, 0.07601531037046602, 0.09539945398946546, 0.07543002093297807, 0.1476912001848235, 0.20425746553553065, 0.08717672064145175, 0.10380233845845438, 0.0703543669618779, 0.10654483879047483, 0.12144759181935119, 0.14828727491696247, 0.12282728605907141, 0.12923657542631942, 0.14216134635975966, 0.12144759181935119, 0.1365269696098633]"
2014.05.22,"[0.06657550869921022, 0.05641454295131233, 0.09317919743985081, 0.04694102076083687, 0.17827085712486337, 0.626021097657025, 0.1967902198596375, 0.13013346784670385, 0.7086291381403099]"
2014.05.22,"[0.1753747198083834, 0.23416510898799264, 0.11115697427820405, 0.167664325602496, 0.24586325581294982, 0.10470389463679475, 0.6254315405731039, 0.3004868818457976, 0.21024621706456795, 0.21662796134644047, 0.31487617765922826, 0.1732040172591249, 0.1556104471098406, 0.19878950400099718, 0.1925225278467051]"
2014.05.22,"[0.3085434908011188, 0.6048875625152855, 0.12206426738384517, 0.33438319090002727, 0.5748364331238497, 0.28594269080287305]"
2014.05.21,"[0.1792912101771791, 0.06320727083879099, 0.24004621472474694, 0.09463335814780412, 0.10887785328633257, 0.3682704405299981, 0.8551983435954755, 0.13579445495107856]"
2014.05.21,"[0.25520232981760393, 0.16002739733838958, 0.047152244344884964, 0.06748501141030239, 0.27282306309203913, 0.09024080920776902, 0.2021671576558079, 0.24836814054374193, 0.08882975910119391, 0.12848439223163255, 0.10195748347710214, 0.14878619527055803, 0.18986770215046372, 0.6574218737041453, 0.12634697299943073, 0.24951424609479686, 0.10528267798782574, 0.23905501863084777, 0.11714220022853124, 0.17886161146650378]"
2014.05.21,"[0.2190987358070527, 0.23232267812595356, 0.38865081305154836, 0.284817975808611, 0.245146754528778, 0.3290476444582205, 0.24349224144054965, 0.5897998841970092, 0.3005487061139125]"
2014.05.21,"[0.03239324141007381, 0.022274343454768714, 0.14617870396365595, 0.017905862822323274, 0.06456066618293313, 0.04703624267198914, 0.025627144023885245, 0.06109210472640917, 0.24174124245515544, 0.060893075300480694, 0.405126322562782, 0.1898256788167699, 0.2772363706511739, 0.03126186531323231, 0.08515049810899399, 0.04025656279333903, 0.09123281772559537, 0.05072223024956135, 0.11515816826298929, 0.11101934996722877, 0.04658013737668796, 0.04640118538327893, 0.059236115654451846, 0.10671238642065964, 0.03373272053334497, 0.03358239736558811, 0.07895001227543155, 0.03962585787908589, 0.1321036222400538, 0.17105080659346347, 0.08321771353264085, 0.37972808800591173, 0.04737598310390397, 0.20439946943800785, 0.10415735525889573, 0.039980646007602906, 0.05064760797490028, 0.2976647746426046, 0.0798133063720172, 0.2037657925044022, 0.05420455849170712, 0.061619749933006625, 0.05493916896617433, 0.1034407701969112, 0.062025473367098766, 0.18587171860534538, 0.07306217855656837, 0.1456346725933812, 0.1489384008952976, 0.22421033640215654]"
2014.05.21,"[0.19893954127382996, 0.21657247557171985, 0.1155409819974273, 0.1376388719808359, 0.1726514932941884, 0.3031152124200584, 0.133241343404265, 0.1157537997739151, 0.11153638741391869, 0.08312047453558033, 0.17146669342140292, 0.09417970781457276, 0.14057357638592258, 0.16433708850464893, 0.29678357996320676, 0.19727637119957017, 0.17217094486884943, 0.11603903069611254, 0.12100752563201574, 0.09127402108176609, 0.1315144815019962, 0.11497803243586556, 0.15642863609626942, 0.1424368271005747, 0.25672671870010516, 0.14794304161593486, 0.26872075464721157, 0.21057379602410048, 0.2831549423312587, 0.17081062945973868, 0.20479950789465035]"
2014.05.21,"[0.03848922173522526, 0.1547032634044663, 0.044282734114199016, 0.07398929503263421, 0.08588600741314015, 0.0933390585544255, 0.5904208482794768, 0.2700965952915983, 0.2053088343173909, 0.1451601920096524, 0.042154843424604134, 0.0809581573508218, 0.08364081792192561, 0.06106470798083805, 0.18548605904175022, 0.07340158725379692, 0.1170444809587092, 0.04793235222937689, 0.08829863512854291, 0.2816930130862043, 0.05648822956158241, 0.24119442100735378, 0.09642301575315264, 0.3296597660047037, 0.18826725205965525, 0.15373419364882546, 0.12520117393869656, 0.1062462367513977, 0.12095682551047442, 0.11312579156912085, 0.10717766844649572]"
2014.05.19,"[0.10066014596460851, 0.0568214236234739, 0.1078913515589429, 0.3225047126629417, 0.24410790436141364, 0.6290845679009156, 0.27957025364220617, 0.06077036954054795, 0.1282680764682716, 0.06327245852730713, 0.22049355642607854, 0.10117496923537446, 0.07530197030807267, 0.1253565895675253, 0.08495831400722413, 0.10107357933805984, 0.06022560846079701, 0.23006818646535554, 0.11580305727825733, 0.07640639870320168, 0.08405777342749109, 0.07524786762045436, 0.09861859310505783, 0.17740812467036254, 0.2778638075136297, 0.093433254502494]"
2014.05.19,"[0.09244308570831933, 0.17055449051303762, 0.1604551482331536, 0.14085136309163174, 0.07095689747000083, 0.4249441181196897, 0.3040152945587432, 0.17429745058999754, 0.1853225628139459, 0.24408210945476733, 0.08540084583924394, 0.6400341857061309, 0.16059853880473227, 0.26779416107855314]"
2014.05.19,"[0.06270350164862684, 0.21253397569584662, 0.09997441425399373, 0.13263284487829735, 0.10859910523643122, 0.850415519609367, 0.2663136292778135, 0.1343855636936509, 0.14865844966460404, 0.2779013131208465]"
2014.05.19,"[0.02742752234907215, 0.019338581426736983, 0.07238387601382311, 0.029409334402149975, 0.033261049431426694, 0.09310053117092194, 0.027973297414847206, 0.07404617846760479, 0.03331172511333728, 0.07941124447361744, 0.044890001954385875, 0.250463300887262, 0.0450279598126106, 0.2829418930567716, 0.033261049431426694, 0.023694641435568257, 0.24575035690197114, 0.12337349855105349, 0.051481249512758245, 0.044641473184008795, 0.026219681197465126, 0.05878241174240684, 0.2316656228074121, 0.10465587211197981, 0.029647495469624776, 0.027299220059191828, 0.0247116445224247, 0.06577177187698906, 0.02619179274017964, 0.34882119247838256, 0.03712524345241252, 0.12180168805286798, 0.06232049152387586, 0.06547867304175704, 0.0629188777658716, 0.11807470484658668, 0.044266880358288525, 0.036077430876835535, 0.04570068932602237, 0.03920868359451834, 0.4448450362067265, 0.06497882668629393, 0.044023406116646964, 0.018028576751640615, 0.041525917833144375, 0.042602996496750124, 0.03692178512949996, 0.06158219287566554, 0.03321136239803395, 0.05900546244156001, 0.16544012453239038, 0.10595190660626501, 0.02124665982052769, 0.1952372269626549, 0.053206836451118344, 0.037091096708337344, 0.043843943805781355, 0.13607903416849873, 0.045159564405523836, 0.0329659245219442, 0.03626714858080652, 0.03945461733839694, 0.06493214093361534, 0.03258323505057736, 0.04938858691987109, 0.10615873222135021, 0.0850989747439944, 0.04326415297787566, 0.03585976698349637, 0.08673501030012339, 0.04265674186564525, 0.04641278156622571, 0.044144534541718405, 0.12547216356250762, 0.041975906464279664, 0.1530872530762995, 0.044390468285597014, 0.050261947447502175, 0.09476683008787087, 0.20841992685846528, 0.0724706458506873, 0.057277214968342795, 0.12747343037959247, 0.05258242746838471]"
2014.05.19,"[0.012785810186479124, 0.09448036045647162, 0.022144338186332987, 0.06857101303933134, 0.08682623454000638, 0.10850102541727215, 0.07764416137604728, 0.02092624470248116, 0.25946170120384565, 0.018449155945382347, 0.02076512045091974, 0.27821895416117504, 0.552121664458777, 0.023998867854542652, 0.11246002115294454, 0.018943205790192996, 0.07333652584600862, 0.02435476325634912, 0.11999433927271326, 0.05159715815592626, 0.0234851133030084, 0.05090399948977643, 0.02629309493513377, 0.0336362269501638, 0.06132128014662151, 0.25130479420001334, 0.05677994694586022, 0.10174669007276127, 0.027521274885481502, 0.023461219417926213, 0.04802277617764149, 0.029905500194539855, 0.15951703612353027, 0.09087298519829852, 0.045451428498993626, 0.039135578170504184, 0.06723464331779724, 0.034936510625706255, 0.02556635427625685, 0.03871603832650774, 0.040657890896036344, 0.029491990297419647, 0.03477367295119329, 0.0486889213860563, 0.14535823707735873, 0.24679280936305736, 0.4280579276972921, 0.033433291432382425, 0.019808990116174277, 0.033233920838908707, 0.04229038455349676, 0.033813107276510136, 0.12107692680553078, 0.10782136902299819, 0.04115746455238796, 0.039770344380831615, 0.1070463748908005, 0.06658105479252478, 0.04300198796804546, 0.033783435125695364, 0.03733864220914224, 0.04815092535158914, 0.05623001057647227, 0.05127673874067657, 0.05444991263875888]"
2014.05.15,"[0.0657256685470402, 0.05569440810438305, 0.10479295480599976, 0.09198975968896358, 0.08087247791052747, 0.18536726385227592, 0.10090199586768964, 0.15940956551845634, 0.07717314075614866, 0.36628402693939305, 0.09006822845503305, 0.13500283079146744, 0.20900256001614245, 0.14086264378553232, 0.17599521950216102, 0.2009334835973351, 0.15571136069107616, 0.4837236616813623, 0.1990204347936812, 0.3555315128026305, 0.21643533995308797, 0.23852705114987416, 0.2594688989738268]"
2014.05.15,"[0.07174108925966219, 0.06063169842627728, 0.05757996529560483, 0.039823537801852694, 0.14390777882197467, 0.13943331055911978, 0.4129570974949229, 0.06831820871583957, 0.6220092258494792, 0.11720124647506197, 0.08749146347533635, 0.20099899764451687, 0.0648454488513335, 0.2168854272478443, 0.06477647625335152, 0.3137055935510546, 0.1607029906493714, 0.14395500293067054, 0.2101854987904139, 0.11136131835160637, 0.2554553816951056]"
2014.05.15,"[0.06588975214144004, 0.042126822772308406, 0.06333118846046233, 0.035771800277846016, 0.05992022398738748, 0.02807617417033189, 0.029802402600353214, 0.06970392646224799, 0.1443298700044304, 0.04967005746380876, 0.03358790600612127, 0.02863287532562669, 0.05860864001102403, 0.3633739072090233, 0.35042409293813515, 0.036968167330386124, 0.12480821588728343, 0.04725037853991768, 0.5458231008033628, 0.150597196502802, 0.10322526607187882, 0.4539334100889318, 0.1998227359371785, 0.07388321315012081, 0.049228234126637245, 0.09869166735366931, 0.08379447161844185, 0.04556935716587972, 0.2612861208711642, 0.038248527523574244, 0.04556935716587972]"
2014.05.15,"[0.13274137873932698, 0.15633598436395482, 0.39241120746888875, 0.2758018413684285, 0.28771623521907885, 0.16919322690906083, 0.08861259833291164, 0.11609804454991232, 0.1758191847161722, 0.14063525341043878, 0.18916559755989124, 0.3041314853986095, 0.1842385680949631, 0.20268830983239178, 0.25776986981409306, 0.47323111177829064, 0.22529538512682756]"
2014.05.15,"[0.09259298866387397, 0.08662798643364028, 0.12323703259718329, 0.4820299340816096, 0.483678809023977, 0.2164910727061623, 0.46175415669337416, 0.4922920177889723]"
2014.05.14,"[0.2787818317147701, 0.294255532319682, 0.21929671662371977, 0.17411578084459825, 0.39935600663770315, 0.28369742019139255, 0.4503492083423817, 0.31088387340207957, 0.3785107896360518, 0.27310064191811717]"
2014.05.14,"[0.10875030784970735, 0.0943799454157312, 0.14567277094077147, 0.08347389515177406, 0.1249763660265826, 0.35764445356790403, 0.25388746384204136, 0.20593336352238986, 0.06950464204019982, 0.1370116623750458, 0.08111837767161553, 0.12158794285986098, 0.7529380288050527, 0.1995797884676935, 0.08966762798293489, 0.12570549166133899, 0.15850702216378942]"
2014.05.14,"[0.2258668807246826, 0.18922647619592342, 0.33288467641274283, 0.37913038811551825, 0.5296774739172794, 0.281527526147105, 0.40387544382734386, 0.3683667811224328]"
2014.05.14,"[0.12874450993163672, 0.18687431068171342, 0.19939414100761133, 0.11876471955416848, 0.2234641916915849, 0.05748510778492679, 0.09988070499003014, 0.1924832364674352, 0.06588061487453158, 0.07172232455379388, 0.1479537972376648, 0.08126502655331724, 0.10971115091531136, 0.1261263083084944, 0.11348282919882875, 0.09596159880130874, 0.2971229520912108, 0.0707689326718924, 0.29763395138192394, 0.5538057001935681, 0.1276558983275712, 0.34780739559356677, 0.14797043439710653, 0.10489582049595553, 0.18082511841778276, 0.12216322624698268]"
2014.05.12,"[0.05553804472086942, 0.060460639230366195, 0.04262955216983203, 0.2226765301587245, 0.07099109867847654, 0.3591504082057286, 0.06166373402444888, 0.13477697160450203, 0.07343164900517339, 0.13683654959056343, 0.14663988124796085, 0.37565250970030867, 0.226968314112021, 0.10249959048366068, 0.39887186281622367, 0.09158529904692903, 0.2886795517054571, 0.12839388422136058, 0.11094176297343508, 0.2749608062670918, 0.15796129563018432, 0.31063392080940777, 0.2458503642549003]"
2014.05.12,"[0.08672199526446674, 0.283225703859837, 0.31999852893863534, 0.1331310758230322, 0.09966132544384079, 0.5542587747152649, 0.20801060394631166, 0.11466264520644327, 0.222387280126255, 0.1600518895688384, 0.2914625979031433, 0.25796612724200857, 0.24967107985082493, 0.22949214472222518, 0.277518432792384]"
2014.05.12,"[0.4211043026958043, 0.11111939216921483, 0.22394291280799522, 0.20073999677633733, 0.3982948614207843, 0.21661530179932914, 0.2628711807332089, 0.20945685560147695, 0.35606544765580433, 0.2858732241482777, 0.22958163640284415, 0.2738747165665041, 0.25518829001138604]"
2014.05.12,"[0.10329874860999518, 0.013613059711913223, 0.025613931446910043, 0.05930156590135768, 0.011327060100565183, 0.09865154808530817, 0.05564723849553535, 0.1876947422861053, 0.17750154376790345, 0.013632790439705885, 0.14746153951695515, 0.03138458729897274, 0.11768537328467744, 0.09755728822244437, 0.02629312558308018, 0.07271743390554071, 0.03260049373762445, 0.5331571700809664, 0.03682793199655544, 0.09943983427348826, 0.07568463101551888, 0.02775701295555778, 0.030153773661856276, 0.07140451082395409, 0.031248123279251857, 0.030714962818393043, 0.06120188862834509, 0.12966020214443588, 0.14754129137552616, 0.031979585212129534, 0.19308914138577682, 0.10907615085831107, 0.16341044593661538, 0.03532796172746, 0.025636821309348187, 0.0868451340393492, 0.046562627278235555, 0.1624928791010375, 0.030682292973091153, 0.14592282224045383, 0.03475215383005261, 0.03902199568848374, 0.025568261652112425, 0.07370612085629015, 0.02947823640878064, 0.053811558259640874, 0.08603497240167796, 0.04676277626536037, 0.10057828635208164, 0.040863594547968826, 0.06468308650714026, 0.1955091466496626, 0.046612401783348814, 0.0321232678507022, 0.07781069140553926, 0.04369195538377111, 0.03814197160244783, 0.06247988561195354, 0.20531754465149357, 0.16279186755103237, 0.07712202786825599, 0.04977866523149371, 0.04175730842581447, 0.04345024822041479, 0.03800498321725329, 0.048417234468143486, 0.05171297571746349, 0.37142217312514264, 0.04483339491045236, 0.052001074025834614, 0.08365686533839634, 0.11813334746914701, 0.1372927455178926]"
2014.05.12,"[0.02322692365215823, 0.06501688525379505, 0.049130477258190294, 0.22067312772631958, 0.07280226880235366, 0.030152416345680944, 0.05204771097916478, 0.052638322009380074, 0.11826290223890029, 0.0947564472043172, 0.06270580740441256, 0.03801497761517736, 0.04884989176665762, 0.05633406079499875, 0.08026297389677663, 0.14865216417619442, 0.06382694024240712, 0.03441255487127615, 0.04517898426429311, 0.08881626646499526, 0.04424328364578864, 0.08719351582196377, 0.04431377213657113, 0.05021380385632807, 0.16901899463426612, 0.24441660369533824, 0.05127466059129791, 0.03706608349470345, 0.06732091352520787, 0.07395871376796388, 0.10741756006758289, 0.06287882545585777, 0.050245161829630076, 0.15984804805347072, 0.09999124674181746, 0.06131780945211949, 0.11670228266781917, 0.17724351109664513, 0.11758828421725755, 0.1218906951919604, 0.33588393984829407, 0.10563060092977006, 0.2322214041103998, 0.06063136391170172, 0.06317045497801979, 0.05514620892385837, 0.08802009481778097, 0.04947517453606691, 0.045401081889169775, 0.11037210043665333, 0.056460940355234315, 0.08111528743130965, 0.059967038227312246, 0.06073549475664041, 0.048967540379582154, 0.13762043029783338, 0.13566004488071018, 0.08364918442694357, 0.060476147142459455, 0.1483158434560351, 0.0682015255267729, 0.16394897879238612, 0.4616380188249486, 0.08396884762818145, 0.21104419534655802, 0.09315020937201393]"
2014.05.12,"[0.03304560387218551, 0.015242016449719857, 0.0663976697444168, 0.22091264572808797, 0.01898808181217864, 0.28037727308628163, 0.03312360222727151, 0.04820846261434483, 0.3872825809319558, 0.030528216365015425, 0.09172610136408157, 0.024649178731476658, 0.021846224483615007, 0.052078836127261635, 0.059059740362208867, 0.10381834130811535, 0.02921272345276707, 0.04237057705403203, 0.0621569077073032, 0.1151185708752024, 0.16881007058719075, 0.05329924604730652, 0.03498731505808493, 0.17131346900851396, 0.03629387837456529, 0.09911776651610484, 0.0686345623923096, 0.0716126093874293, 0.07397914333055482, 0.04732001426199884, 0.08141889826573716, 0.1977767618670574, 0.20093190088746535, 0.12129132801559654, 0.040174498014626234, 0.10633711136623884, 0.058142335209723124, 0.06238938432418887, 0.058469870742661446, 0.11673192762328935, 0.0272470117379124, 0.028627793673099786, 0.2718712796726138, 0.16505178561047004, 0.12050144104792612, 0.04816501551998512, 0.03377962779525881, 0.056306808590631224, 0.051427039614344805, 0.12621469386098402, 0.06270870280804051, 0.03621157511333368, 0.094394068941046, 0.05505659478168107, 0.04090099827040156, 0.052190103457858295, 0.14386872234775402, 0.04856036219839755, 0.04892019257779852, 0.04382310499895925, 0.17359615387482935, 0.03831435228647228, 0.04556793945673373, 0.05213437286960201, 0.043175275885075186, 0.16720573853933926, 0.046994149945026584, 0.05074971664143429, 0.128210832353256, 0.054210904809854, 0.05689551296315567, 0.055258283324391276, 0.04620744909153347, 0.23289436540449182, 0.04683367826940316, 0.12099185125353688, 0.04752710921875357, 0.22044890023382674, 0.05252863481026306, 0.1346041283059643, 0.06502679453449813]"
2014.05.12,"[0.01258471030474069, 0.008873220186013515, 0.02698807052244164, 0.04378116235879748, 0.022497501053032973, 0.042730299941921256, 0.11747392992713084, 0.11551617961638505, 0.03613059114573981, 0.04585376742752195, 0.03643666729792031, 0.09079490448917603, 0.03249107868204114, 0.08697546776445715, 0.04724280983156705, 0.16780734131990244, 0.024478679886465994, 0.02406102074793625, 0.02697143450936621, 0.1678019186551593, 0.10157123850108246, 0.027206623842854088, 0.02505168141823917, 0.10351819022735606, 0.022894283325302918, 0.033107184115712986, 0.02778141260456718, 0.16604809033290274, 0.035259676473267824, 0.060248950299816785, 0.022677140392811854, 0.035329714826298375, 0.04807085668211978, 0.028577700665670752, 0.037199083508755004, 0.05820051313454946, 0.040908119029325576, 0.02794344562489425, 0.027223614082959043, 0.03056845790235628, 0.03885211309521599, 0.0327948845200759, 0.02697143450936621, 0.14753928226995286, 0.1684919226701183, 0.11816864113627269, 0.03598064150216212, 0.06402220325431428, 0.11228446603365665, 0.5573749853646447, 0.22973247575275543, 0.03438701645578555, 0.02861615537047904, 0.17614966137907503, 0.056512144801671035, 0.03372878205132566, 0.04056612046150556, 0.5181103329609081, 0.03422673995155507, 0.08963723402694065, 0.031881354748011445, 0.030207341021910913, 0.032711205621575305, 0.0669757737585238, 0.10323399469882658, 0.0390955013873953, 0.051923073501593794, 0.11960265858039798, 0.032879194963406126, 0.03852003953610648, 0.039754304728993876, 0.03276692185036761, 0.05377515216246605, 0.06516777116900078]"
2014.05.12,"[0.10980449878950498, 0.042515159921247415, 0.008441072239019683, 0.031764944875611496, 0.07354243825468317, 0.020520802515104766, 0.01404717742932027, 0.02136238068910513, 0.1551789151545102, 0.016911563454673838, 0.03023523548952921, 0.019035342694371717, 0.01169639966033536, 0.008453306703728637, 0.010159635378586475, 0.06584402272910339, 0.022205675841637153, 0.019460692466559078, 0.048394006035710334, 0.028841408177483187, 0.10107320782049285, 0.04312117043082133, 0.0601963399531137, 0.02571828138763275, 0.11417978065745901, 0.030829910479423392, 0.02095043042559507, 0.06471235870312776, 0.017211336500068824, 0.03584646434979082, 0.030946005687012598, 0.336602530251698, 0.059034549353063806, 0.05812822499480981, 0.019045477317782295, 0.05692433303119172, 0.018297234054577356, 0.8106094635311234, 0.10770040909935394, 0.044526662444622014, 0.02262065086615611, 0.022248751733504768, 0.09213711790530967, 0.04309764992572283, 0.02419643279967018, 0.06341661557328325, 0.030753351923621768, 0.02134921246931073, 0.054835855040214126, 0.033367021094187675, 0.023788383405969903, 0.028996271294364696, 0.10365243636056308, 0.028480441407185992, 0.0248559204972694, 0.03324649530429364, 0.03983745465302845, 0.02689286726738628, 0.024124101451910667, 0.024034511445832085, 0.025235655007092864, 0.028872164583996808, 0.216064369547508, 0.026025494448576266, 0.03329716855447743, 0.023582735580052985, 0.0780764833457288, 0.025936624776330325, 0.11181622600090442, 0.024417046104426368, 0.044148895284930864]"
2014.05.12,"[0.15900364327351457, 0.017309687369424755, 0.05519710415457765, 0.024226668463095877, 0.021298791482357315, 0.03661411275921963, 0.15944291252091183, 0.04774837955280044, 0.22470857879966066, 0.03094427288283369, 0.5737641966011369, 0.029386776305759643, 0.16538605645842286, 0.060973572547967717, 0.2203363105477372, 0.0529623886671619, 0.038138471982942845, 0.038586215309150275, 0.02102324592463928, 0.04816556278645322, 0.028330371586392025, 0.24976838932118767, 0.0728100171313483, 0.08433671498751903, 0.04077441674390383, 0.16245075350076998, 0.10258277425381142, 0.10100787839939468, 0.19783181438258787, 0.034926636005214826, 0.06358923887990844, 0.06604900014580257, 0.03445742992310244, 0.03559612153346855, 0.03149002855939745, 0.02934530447165908, 0.03806524560826024, 0.1657392929629821, 0.12476543396768022, 0.10143064495295431, 0.2626247475140865, 0.027672661410053034, 0.03930730642829488, 0.055117166299776844, 0.04133644436249224, 0.046350570415504465, 0.054185650482547386, 0.14846912817353303, 0.04402979076190913, 0.03861052333388293, 0.03484743322568787, 0.04541905459827501, 0.05298253401802271, 0.09102361440157877, 0.039360199097414506, 0.05006369245264619, 0.05022402752703756, 0.03461224539106249, 0.08700101726393288, 0.09415459774435007, 0.11061298731493441, 0.05526562450981231, 0.037235767922151546, 0.03383480935763776, 0.08998550289602479, 0.040949688285528134, 0.05953748914539563, 0.05384189329938149, 0.047566539499102535, 0.045069386545558886, 0.09013877309111777, 0.12728656469426994, 0.16535149889933054, 0.06518769262396149]"
2014.05.08,"[0.046072324417118574, 0.04436166053869869, 0.0500469369607913, 0.0516575860616602, 0.05321263499360727, 0.03509567472338198, 0.04169570283876057, 0.08562454366797934, 0.05524765826604302, 0.05513026468964424, 0.06946271080476066, 0.5388713952624266, 0.0837531900997977, 0.06681848817327772, 0.07737646928437707, 0.2888886459821772, 0.33793709941189076, 0.05817342316298379, 0.07543079678806376, 0.0699798745262273, 0.044768973055738924, 0.39077443776339427, 0.07549548900815724, 0.08708911158053027, 0.12183993066567649, 0.08770722466268725, 0.10811988833570725, 0.4793133812312783, 0.12347569377875256]"
2014.05.08,"[0.12004546951907735, 0.157246720124206, 0.1551803863721615, 0.20094900920769962, 0.46799589336746306, 0.3299181289233328, 0.2158419122432828, 0.21266485140514546, 0.6904497806045435]"
2014.05.08,"[0.025830032438836508, 0.03217833878986991, 0.09554359812168987, 0.0791423233677156, 0.07055426286166361, 0.13816203166739, 0.07760241123043742, 0.03108890718676241, 0.08751454026757782, 0.033975146229905315, 0.04177197212225966, 0.1480876730291815, 0.05721512784943307, 0.2799514894482205, 0.3449433331665532, 0.04864445907554541, 0.0680821064821014, 0.32970150713587704, 0.048514370894940026, 0.08047172485655088, 0.08806865429612448, 0.05105223678018804, 0.09318921909790683, 0.16473753958291126, 0.4408043965156998, 0.1368821880578661, 0.08169694326618122, 0.06504907959629545, 0.11551503413628808, 0.10023203450893378, 0.08835002552598403, 0.059583070605740945, 0.07316740408633433, 0.07963909640957605, 0.09197662848737616, 0.07242458086433613, 0.08481951524939388, 0.32933633215988317, 0.096165655160065, 0.11084002279545399, 0.234917718312553, 0.09410653709585592, 0.1790114306439169, 0.17502908053515565]"
2014.05.08,"[0.029123419759709102, 0.02958187782331185, 0.07448060451690121, 0.027992528814739286, 0.03162243357103087, 0.3707882470324423, 0.09927786085508959, 0.02589164400073118, 0.17543385642422263, 0.02531159155814116, 0.023102742051580697, 0.04015302260758619, 0.6195529727078182, 0.1307201098706661, 0.05264844876821632, 0.036268699420565244, 0.04002390302876668, 0.08772910816303202, 0.037138403806908096, 0.031818005677683225, 0.19969290637055254, 0.36479926531043333, 0.13062619055831837, 0.03603919470743756, 0.08559824711918367, 0.04351798208078551, 0.029081293744097483, 0.042428844433168536, 0.04290700731118282, 0.42345987759980497, 0.04736762889242753, 0.033811871681309814, 0.047603868887511544, 0.051613066670194566]"
2014.05.07,"[0.28076005479066624, 0.05947739070820176, 0.2947141947133913, 0.04948953383250193, 0.1648300862208561, 0.3249228175217389, 0.41137115398746465, 0.19237203146769732, 0.1976386722034079, 0.16761744646764137, 0.16640759038791159, 0.21458167376301154, 0.3131279154661451, 0.1994447589609072, 0.22409965348107466, 0.22440284449474693, 0.25278153442331763, 0.21484182291073264]"
2014.05.07,"[0.06922675849312639, 0.383831066570765, 0.2880220944090758, 0.4340939205275271, 0.34886791401407846, 0.13021160863562833, 0.19440756039114207, 0.12048080212856972, 0.16151652712859627, 0.40360078273844846, 0.23869398854143284, 0.18360878003112321, 0.18089452431437922, 0.18879050934532443, 0.19359863606762187]"
2014.05.07,"[0.10332098438271227, 0.11001557789128487, 0.15717042486184757, 0.21996675223920972, 0.21212140927080075, 0.1315032450725226, 0.12163371265570933, 0.12376564369547353, 0.4495378989688562, 0.14388919913386466, 0.523406154164671, 0.4690584651977549, 0.17137532484430132, 0.1712249371723513, 0.19048987010627164]"
2014.05.07,"[0.05209810454474479, 0.10444214597557618, 0.1896436431683634, 0.770166638232315, 0.15585344440146928, 0.47671676649712624, 0.17182529592064216, 0.1404167079750012, 0.23762640387506528]"
2014.05.07,"[0.23336100520913336, 0.2032358988120192, 0.21685189000939475, 0.12916304246258697, 0.24302936923252974, 0.3555616455713115, 0.2500726291667577, 0.10862565741955293, 0.20933590832789442, 0.07164872437238702, 0.07800189893625672, 0.05363591327695977, 0.15348971573932313, 0.065958513589027, 0.09083045490954028, 0.05965839896515076, 0.1176021655089085, 0.13925379360244827, 0.061709350813973926, 0.08315789318080297, 0.32313724666408533, 0.17130669688075736, 0.24683158637121924, 0.07696503380839895, 0.21579532398152992, 0.12045871777181982, 0.27766535850343016, 0.12608643816809564, 0.23502847990510023, 0.1708837286789879]"
