Date,TF_IDF
2018.02.22,"[0.12906221721182645, 0.3221675777542954, 0.06590702607723098, 0.10355912384075396, 0.44744055272879546, 0.056586684678138696, 0.19392773528028778, 0.11528832960601017, 0.5339445213933885, 0.5485201168783312, 0.1555867301721339]"
2018.02.22,"[0.3216831411137653, 0.1000558314272706, 0.10675917137815157, 0.042392496203712715, 0.23929340969724236, 0.1601602305521259, 0.14003831519624088, 0.12311419869590348, 0.10695581372166986, 0.2061179002111579, 0.10582096071147304, 0.07680281777572995, 0.2112455891368269, 0.15113020104817393, 0.17404296541540723, 0.05874130254516795, 0.1371131200711919, 0.12216153325758669, 0.1350605398529352, 0.06076072621638763, 0.16249821959669894, 0.3181698318956829, 0.11181022476753825, 0.07578189181676136, 0.21247801874864736, 0.3724445378898546, 0.13408180440607, 0.09479218924114748, 0.13081673053283632, 0.2570328035870981, 0.2964173555878759]"
2018.02.08,"[0.05606417351300826, 0.18310020377319364, 0.1551548686894136, 0.29193482246956465, 0.1291001846559365, 0.31849520391038805, 0.07923152257596192, 0.4761881419933441, 0.35770588128561015, 0.07412728935387543, 0.3151508448709411, 0.09912284870194091, 0.1308062200118071, 0.1445948617570013, 0.23737153030504116, 0.18204400521871425, 0.22149819918886526, 0.28936985542846727]"
2018.02.08,"[0.09682201172385421, 0.0893167333904952, 0.33611145981002344, 0.12969462813260127, 0.21713486098698245, 0.2822423046280496, 0.11126831193299504, 0.3184161604781721, 0.22603977392529181, 0.1833455273051093, 0.3712860809062966, 0.41400581398006986, 0.2753811462806839, 0.37746542747454875]"
2018.02.08,"[0.15662101859619654, 0.2946934868696309, 0.494924921274464, 0.5853423773202906, 0.37964818357169294, 0.3961268555093419]"
2018.02.08,"[0.10900806380996987, 0.15888270964931492, 0.32779607470683564, 0.5318396501150539, 0.13446867419068137, 0.050351958620480766, 0.10251899447495257, 0.08790953914203382, 0.11302289789236236, 0.10898712235047109, 0.25655010923137445, 0.3017737288761654, 0.13048187565959318, 0.166243961450875, 0.09468818371690664, 0.2845730304043814, 0.37786653546646065, 0.10887623824515374, 0.15019419384449584, 0.1560075568493933, 0.12662036574122698]"
2018.02.08,"[0.1502684723748409, 0.12234922604339638, 0.21009405178194815, 0.617012319802385, 0.162841223463316, 0.5499672425710742, 0.20375216261554005, 0.15977918196511368, 0.16983056860196297, 0.22961914603590894, 0.24497633097199448]"
2018.02.08,"[0.1930031193928214, 0.26525210063158505, 0.16409178298899374, 0.39277195088997624, 0.16365295805585633, 0.20700622097634436, 0.24413261111583415, 0.3999105703200183, 0.6496400065401533]"
2018.02.08,"[0.03691034295735739, 0.19831990467627303, 0.1696701599403447, 0.0861705456129303, 0.0695928595262252, 0.04718037540413343, 0.034098542737104075, 0.0885328192347445, 0.051432752728008256, 0.06423798864978736, 0.09124609544339742, 0.129884358671917, 0.0639517248148079, 0.1075959905750402, 0.15336232483714907, 0.3051362813673127, 0.8451914070927855, 0.08643732533367136, 0.14471056786738432]"
2018.02.08,"[0.027704377458008012, 0.06915619746550636, 0.0345133458859246, 0.2337883493159779, 0.07677732447111023, 0.02774453209934928, 0.09466016116718723, 0.05350998901936673, 0.33173158824616616, 0.04717588588347831, 0.6745474239885811, 0.07068109102081906, 0.05511575100335411, 0.10453543143075816, 0.06244252532439951, 0.09664087034687138, 0.2646022024872957, 0.0703739795581421, 0.14014016796275794, 0.10951364007637601, 0.07807566791672706, 0.07745636335699041, 0.35457159230909974, 0.12684772155490695, 0.07734516872901208, 0.06892684705858437, 0.10813970902357346, 0.09527116820662733, 0.11359178772367627, 0.12535909975250106]"
2018.02.08,"[0.08882530872205709, 0.2154349158166686, 0.07537760172242096, 0.25717701426320927, 0.1598203287551172, 0.16672442458232825, 0.3080928218711795, 0.17882090810666443, 0.5379344768442937, 0.24024248884217533, 0.29250270578742044, 0.23490570005991318, 0.2611061792722468, 0.37098985738132406]"
2018.02.08,"[0.07287509643901496, 0.06722609294686345, 0.3356221207796128, 0.1674968081813913, 0.0673235302437364, 0.0809130135280559, 0.5243926679741537, 0.12884497720790952, 0.14890997569904402, 0.12683029315956174, 0.10429563972839624, 0.5785474190587876, 0.3131926689398116, 0.25467619364578303]"
2018.02.08,"[0.4728722741842186, 0.06678350077898544, 0.09697467619035796, 0.11113750223070083, 0.10231116485807688, 0.17860883781958137, 0.24114093494554764, 0.3513707092832795, 0.30793556403705924, 0.10800135614898766, 0.1783700691339279, 0.23090990768747727, 0.17896852579436523, 0.17602615955085474, 0.21534950322127572, 0.3087855029380125, 0.15405191811644828, 0.26343827171821554, 0.19157949102655805]"
2018.02.08,"[0.1271178494807288, 0.11726415170576453, 0.19368373778793282, 0.17027638575038298, 0.29271702074088174, 0.2407147788811506, 0.26444073102059573, 0.1174341140144672, 0.28227717772693234, 0.6098074787648933, 0.1996810882135519, 0.42990475650647203]"
2018.02.08,"[0.04700902237889608, 0.0968399427149881, 0.06629018804509965, 0.08141710804278958, 0.13496248436430136, 0.180514467186809, 0.10074930115507744, 0.10639239848994167, 0.3006096486309973, 0.05435065961301136, 0.12410125076945917, 0.44140803889352975, 0.1099522288688327, 0.5015843859251644, 0.2672160981613989, 0.10013291565409907, 0.11283673089964032, 0.32665276191641485, 0.29731654127119617, 0.15132182818166906, 0.16037329097528377]"
2018.02.08,"[0.05382468123112865, 0.3736979197251421, 0.041314419117545374, 0.1256586034566738, 0.20296822949000143, 0.0760666068700474, 0.2655852519866134, 0.14917308100260845, 0.14808299650998338, 0.07116626305164798, 0.5754106717569691, 0.285490112479699, 0.09350796861783936, 0.09877966055319629, 0.2940405117470748, 0.30539118281085625, 0.18342506526768837, 0.16947173234777038]"
2018.02.08,"[0.019819418623440842, 0.06865234228458986, 0.016818857878021443, 0.08085520590402548, 0.02407140596542267, 0.14420872308038543, 0.09337259735857628, 0.7103272600873378, 0.03566039956072839, 0.02936406220255415, 0.11343816519716289, 0.04075720254132675, 0.04485597396662148, 0.03360007962844392, 0.21876206643908055, 0.03571379298722274, 0.11128017904797056, 0.03002229888188878, 0.1261748901127309, 0.05232218234337765, 0.19916295667417955, 0.03722030480051164, 0.10082733863283927, 0.12132894130586301, 0.05211056329157437, 0.3963067421508986, 0.05350655410422506, 0.23998882802613206, 0.05104131449317275, 0.08526916245962642, 0.1526973370369506, 0.05273943005461971, 0.049649505106148614, 0.06555476915326075, 0.047089982635286014, 0.051169575964251535, 0.07045473656472344, 0.06957802960726873, 0.06839683976039904, 0.06565223821434603]"
2018.02.08,"[0.24838006066419294, 0.10815805500758834, 0.11540421148642342, 0.09165062887200107, 0.2586706781583308, 0.17312952957346087, 0.30275640274249604, 0.13308362026301065, 0.11561677734194313, 0.24429751767584276, 0.33421307190813404, 0.03813000910365683, 0.08302208148420943, 0.17126372139473353, 0.18813644700725374, 0.09667628008531083, 0.06349799848013692, 0.26410762162302526, 0.2919946811773113, 0.06568094907281845, 0.21241200706504992, 0.08782842100787673, 0.18273646228774415, 0.12086428415327902, 0.125049646528319, 0.16383696795632077, 0.22968385662183372, 0.2684026590737183]"
2018.02.01,"[0.2697889506525221, 0.14685079836463727, 0.06023110001225575, 0.20708295015586367, 0.05167378881243319, 0.08514695597587289, 0.22990383276179563, 0.12370767252776096, 0.0545592034013997, 0.1912591872793552, 0.7171803355155694, 0.1189037630532312, 0.11078588653505383, 0.09187927483374977, 0.16540605243811585, 0.23210412436218836, 0.22261432910899462, 0.248015371262489]"
2018.02.01,"[0.04493129623671502, 0.13454146627082772, 0.12177287940892638, 0.1081549740782108, 0.26198038446233635, 0.1631362396028655, 0.17511495836954977, 0.11961163135243867, 0.14735487466541283, 0.2923716764324265, 0.1663476069346709, 0.1507551954562849, 0.6741052864579753, 0.3367568680794096, 0.2961720064315055]"
2018.02.01,"[0.8676464688622064, 0.4971816620420995]"
2018.02.01,"[0.23294826363442261, 0.06453323087946289, 0.04749219534695531, 0.06173263291597294, 0.24336840165727994, 0.8671283964769951, 0.04121354757025113, 0.15651087446729234, 0.02351289077015923, 0.09697300421294731, 0.10861191474667724, 0.029509270996503887, 0.04194041963549435, 0.0645927896710457, 0.0415426318742373, 0.05288631791776986, 0.042303009960587425, 0.07441684883725606, 0.05835677812379708, 0.03030775740279837, 0.18404105624961198, 0.05453939514212367, 0.05952094918073353, 0.09720655108529812, 0.06002627088348412]"
2018.02.01,"[0.09905178367436879, 0.10783120270004594, 0.04568683090126785, 0.08596299285366021, 0.038014780686677, 0.12661221662461414, 0.6598614921185768, 0.13165474582480885, 0.13096492411047106, 0.1648282906662523, 0.1721394104837678, 0.13106021260621742, 0.6385369078348708]"
2018.02.01,"[0.1513802298405706, 0.13063155319834668, 0.12043122347294731, 0.18059395953259746, 0.5921681502539015, 0.12026126594958945, 0.25565332011112774, 0.15854242127716348, 0.11340653481995305, 0.22587805150111168, 0.33880535359168723, 0.4977605208028823, 0.17562692231604052]"
2018.02.01,"[0.1193073390830121, 0.42795473654096794, 0.32229957541501997, 0.12648145947494085, 0.15197179867697036, 0.1838156377897897, 0.2748122447094013, 0.43563789219382243, 0.6004666245204571]"
2018.02.01,"[0.03523761603218407, 0.30689740687763983, 0.08655714748345009, 0.12975643579214757, 0.08934279632100467, 0.0848459674576132, 0.05868128914348159, 0.05097128334840811, 0.13961039062062847, 0.4171931344462653, 0.12121262287332805, 0.0899215485263808, 0.10804381548174695, 0.6778098345542296, 0.1801123716346869, 0.09170453468563577, 0.10061206287770233, 0.12103154934307922, 0.27034078564086894, 0.181372362455685]"
2018.02.01,"[0.05887560688038819, 0.12818805000984887, 0.16293537355752974, 0.14476971877367684, 0.197385739651287, 0.08320472207861206, 0.30102925220413845, 0.3992343570924173, 0.08783227944824153, 0.4346372383145226, 0.09708912313730753, 0.1832496799917651, 0.49380797308839375, 0.1674539892533315, 0.31160466854108576, 0.1675978436884754]"
2018.02.01,"[0.09654120571725126, 0.1341852178557101, 0.10879646532366022, 0.2587141593970433, 0.34404002258109656, 0.37443894063537136, 0.7771868704687726, 0.17696594796018927]"
2018.02.01,"[0.3855375557000582, 0.1894057250561988, 0.18539928084580298, 0.2857173426070993, 0.7975103331653273, 0.2519052197765763]"
2018.02.01,"[0.1120715405095565, 0.1033841760373999, 0.06439657112162835, 0.23314019407985911, 0.35813656347417133, 0.051767010375562805, 0.0880229143984615, 0.09907263103722277, 0.14369644631372822, 0.11650810490404151, 0.1385260832395651, 0.08019593512697834, 0.8322749196423357, 0.1312256055011717]"
2018.02.01,"[0.0313468052339326, 0.023466077613587294, 0.06131894403343011, 0.022671608802746643, 0.06415101006378608, 0.05095929575790524, 0.03610201612925537, 0.05236291161567923, 0.31298784997957413, 0.039996367311222, 0.07236143822422375, 0.040830966584884186, 0.05343599887410512, 0.07078201328026128, 0.02570093088385465, 0.05120398612924373, 0.10613742370877921, 0.2218676891235707, 0.0680406972682259, 0.11689343113809564, 0.060457135547307965, 0.04211971249167894, 0.1609017511829803, 0.10671476823503022, 0.08624543354772496, 0.0710686857965265, 0.052587997073074266, 0.05262576220958468, 0.6210495623499794, 0.3349778330307466, 0.07723254986057433, 0.04686426949397089, 0.06837373939862472, 0.07583611489390918, 0.35811230317581577, 0.07633255058178695, 0.10240797225848745, 0.11747103732841435, 0.07671324942181428, 0.09632518666504661, 0.07723254986057433, 0.09498689235273222, 0.08036218837706001, 0.0928432992231985, 0.07887785893186657]"
2018.02.01,"[0.4815896911654441, 0.7012561547072401, 0.19470505119734105, 0.3451287609123557, 0.3453798724270572]"
2018.02.01,"[0.5448674484134431, 0.2208330674072626, 0.1730376621396664, 0.11439562671394714, 0.13570372664766522, 0.202160500477902, 0.09585705878537977, 0.2290345670862122, 0.3798199096801534, 0.20389936270852468, 0.514185135003698, 0.2004235093217337]"
2018.02.01,"[0.18199089810567257, 0.1455343062073153, 0.06708514950909793, 0.30203920862347494, 0.10059827033481675, 0.04030145764802318, 0.12934710454436013, 0.05701799192235461, 0.09583916798296196, 0.09498878814650602, 0.11453071639177215, 0.06661431760424734, 0.07955092602298784, 0.21493937276171138, 0.8288236008363404, 0.11148885243447414, 0.1192319876451076, 0.12790773651434945]"
2018.02.01,"[0.0220517383300062, 0.01834865714776271, 0.054942889333859664, 0.045071364118718406, 0.04418033177466017, 0.19891425365506887, 0.19875330047880763, 0.08104880526611151, 0.05733770618639622, 0.07269683594439132, 0.031606528401306594, 0.10946320480723128, 0.08452836087827405, 0.06662017746112311, 0.047800303813212916, 0.047342379268563335, 0.4711786647380061, 0.11632293636801672, 0.05812338024173791, 0.04141791980917371, 0.06870070425590408, 0.3050919113294984, 0.048871454474761614, 0.3309738270694147, 0.07032025849393458, 0.2052685249522744, 0.0584298568001862, 0.11106802016311104, 0.07077641526879155, 0.05543217156943105, 0.055980573151961414, 0.08557056993671822, 0.13597973746417896, 0.0651913932863933, 0.314090901539909, 0.08331218520459832, 0.08209900118959686, 0.06718729509693322, 0.33507852985894226, 0.27103081055854866, 0.10869049354155795]"
2018.02.01,"[0.3014037946070586, 0.1899634063364517, 0.014633689769343724, 0.2175325469748463, 0.1912429835617309, 0.40181786252326995, 0.15019702721602374, 0.08376963531745943, 0.2230494268039002, 0.014654899795271143, 0.17613041103075527, 0.3043976640247995, 0.1745737067828756, 0.15398563698247295, 0.20242575458776335, 0.02366540121613401, 0.06292294843912319, 0.05652887021607194, 0.048626595434201926, 0.1172540623984618, 0.25931626157869614, 0.05835439934407601, 0.03141673825396653, 0.11710802330078389, 0.08733783707754947, 0.16491338695422045, 0.05989935112012799, 0.037357673346606265, 0.05231910334562137, 0.10994089995241361, 0.04500286330857012, 0.028923021945147925, 0.08188513396452415, 0.052795215234642444, 0.06020592523030014, 0.04540588242386619, 0.054696885745130784, 0.06906337679446528, 0.04628440656014996, 0.03272181669241707, 0.13124780929829033, 0.16878030889313722, 0.026755393700808122, 0.05772494548398258, 0.05772494548398258, 0.05455294530922816, 0.03977917580451634, 0.044964491464270596, 0.06621575158376489, 0.055136998570572054, 0.17317483645194776, 0.1258363845388857, 0.0681753788505987, 0.1223353507411457, 0.061278358478082474]"
2018.02.01,"[0.24624380887411598, 0.11441165011611439, 0.04543118291943287, 0.08548197315494166, 0.1716404878747131, 0.22511435571653451, 0.3298475073309757, 0.11462238774843393, 0.24219637876778863, 0.22089239525938592, 0.189010314454818, 0.08230803032522233, 0.11319381801534527, 0.0932591673728263, 0.1201399388057292, 0.14694136454420276, 0.13091805060202474, 0.14474165573478706, 0.13023208889560647, 0.2105851070751186, 0.18116479387913423, 0.11982476212929541, 0.061987063649860626, 0.13022901989134583, 0.1280328336580772, 0.532188396327107, 0.12540079288577283, 0.11958974187784484, 0.10158687679190981]"
2018.02.01,"[0.02544698625731226, 0.05940829898358467, 0.17041686742599635, 0.16455918727158586, 0.07953354647768926, 0.06175348378682061, 0.04534000363647973, 0.0626971621782832, 0.15989200347149485, 0.1231303129097165, 0.05296504295314511, 0.1017683906214943, 0.10079345447637744, 0.6701169470873117, 0.07761641945638617, 0.2652496146312001, 0.04428740248382547, 0.08954578108316562, 0.03202890590511311, 0.05992679630465991, 0.06978542687398166, 0.0520244524874058, 0.06479497429418932, 0.11153985357068795, 0.11758084875044086, 0.059008441780198505, 0.042919295682127, 0.2625310637817616, 0.08408350810437155, 0.3665151042062169, 0.0992063413529431, 0.0721291686428526, 0.22529244131631446]"
2018.01.25,"[0.07856848788234239, 0.0498013855684093, 0.11820230944248944, 0.17047421657792372, 0.04559460046168698, 0.2826606677330954, 0.08039492093727918, 0.5747659615121241, 0.05858983583376273, 0.05012399313069049, 0.20636954019871462, 0.053262456510738805, 0.05621055866748506, 0.05545542336038646, 0.22915208638967868, 0.1229961352146348, 0.050199042534953886, 0.14088849720568458, 0.12444142531598253, 0.16469081577051087, 0.09662627155991, 0.18078990617425622, 0.059964009330876686, 0.13997098735845848, 0.089923396558207, 0.1046331687319403, 0.06599874164053836, 0.0920070503498042, 0.06787153439797852, 0.2504217363689883, 0.17264119821544185, 0.1318079906375883, 0.0727827264766698, 0.0972884729593759, 0.26435272662180104, 0.06897077135390751, 0.08179989841765024, 0.10423484055551444, 0.09678888506434367, 0.106815534299276]"
2018.01.25,"[0.21270841550794772, 0.18024418103952183, 0.16957106611419911, 0.5999053011205449, 0.22454320706434372, 0.27075813961990586, 0.39925206779016836, 0.27435424358945654, 0.202909184132838, 0.2031249728710785, 0.1611045143756069, 0.25853008648294884]"
2018.01.25,"[0.12350883417184788, 0.3085193505936775, 0.27277863902588445, 0.08932789007143585, 0.7719053430602942, 0.14848390704755843, 0.21290526701606766, 0.31135029055944824, 0.21684265006119993]"
2018.01.25,"[0.14940640971112082, 0.08440235238186905, 0.10259383855479041, 0.140457845376504, 0.052573056112818865, 0.10972915626626988, 0.12097301844293566, 0.10229533704403034, 0.07186149102789609, 0.09501561915578376, 0.10766620473815676, 0.11271386834933181, 0.1459143289118797, 0.6547158216681155, 0.36318311084668603, 0.45886663809788825, 0.1793568605648695, 0.1932230043743466]"
2018.01.25,"[0.193303567410613, 0.10571529307180356, 0.07923805275781708, 0.10359503728729456, 0.12450604748621566, 0.06803248413396923, 0.11924512101403563, 0.07413339884999733, 0.616523527548028, 0.14378113209479074, 0.5525769144767539, 0.12288105630686016, 0.08024319764166461, 0.15065156603817978, 0.16242313427710942, 0.21982312836164963, 0.19435737409103712, 0.17825168089597074]"
2018.01.25,"[0.03794312246509515, 0.07384248004726421, 0.09361071455099745, 0.05960236123408363, 0.08687346213659371, 0.19775227034751294, 0.1115144862820337, 0.6524183390021084, 0.6831225190864922, 0.17145756210606974]"
2018.01.25,"[0.08260457836985377, 0.1556181449938935, 0.18591189277587114, 0.45535629271874056, 0.11226499539691706, 0.1295129079133628, 0.12715881909521595, 0.27086066722486574, 0.1026089234312821, 0.7512940669684877, 0.18210885845099492]"
2018.01.25,"[0.22864235074582764, 0.04843655710884764, 0.12090826126831118, 0.07420396537643517, 0.13863601009027782, 0.17802338419434605, 0.11659603076140082, 0.2548411992192426, 0.0783309319506282, 0.0824792939028876, 0.13464654640562154, 0.5814298595828847, 0.1916523920300173, 0.09573331308016642, 0.22395511575439303, 0.29867896220986767, 0.13894825592778418, 0.17049258453018004, 0.4393595274859244]"
2018.01.25,"[0.5303417640304353, 0.14152828859179648, 0.16343862782584637, 0.13023228956627686, 0.13265603093792483, 0.30515857770046595, 0.13968113156421183, 0.21109798797374735, 0.18034724089270845, 0.5988508668967768, 0.21917807782520748, 0.20262192757031156]"
2018.01.25,"[0.08275709354655177, 0.19643887341989352, 0.2246353792416483, 0.21096101037990195, 0.22371444663639414, 0.28387082358557764, 0.7876748939938286, 0.22494454688619253, 0.24069658296431234]"
2018.01.25,"[0.09644241117984528, 0.0817230638434168, 0.11866804766235092, 0.40799735342963944, 0.16775757088934096, 0.11323983365064959, 0.09836150043024439, 0.2124917751690288, 0.6449592468017141, 0.3768211828658417, 0.13916060520648313, 0.1885135488942929, 0.30791717778224564]"
2018.01.25,"[0.024391979082985307, 0.01719828235493295, 0.0422456008629617, 0.024877350448979308, 0.4011112966516596, 0.1873302138601199, 0.05227666354327928, 0.22891779018523467, 0.3850146993734811, 0.05384658198219446, 0.08178329381851125, 0.3384167766965996, 0.06603280822940376, 0.21664255264809681, 0.11084633211451327, 0.19318047641211428, 0.28596407862417683, 0.045807443366812604, 0.06204466391401949, 0.03206652510753598, 0.09754782366378552, 0.19701278134932387, 0.054766578671967284, 0.057912326002402086, 0.09243515602111177, 0.07069771008618918, 0.11540866322978134, 0.0888681238829264, 0.07808890172269946, 0.06787259497722666, 0.09226408479812023, 0.07466043920665653, 0.17341885685298883, 0.0838973667689191, 0.28492942299912877, 0.07511821628433948, 0.06350961230207273, 0.0597887020777327, 0.09126611787563949, 0.09704459392920235, 0.08818069950381345, 0.11081505402030242]"
2018.01.25,"[0.02630457351856484, 0.12664025051342395, 0.0867169398189458, 0.44095851460834684, 0.06252914341559591, 0.08007771822655065, 0.05913033561038651, 0.056472695139828194, 0.4159973347686275, 0.071780797601916, 0.07150447159607529, 0.14708553603074698, 0.08145233717491032, 0.08357584822518903, 0.5242844614823143, 0.08997316388658821, 0.19237505556402584, 0.08838747526050952, 0.25187730155482274, 0.10222281743512288, 0.09793237976408935, 0.2403000304777032, 0.10048189780287498, 0.12043855604988585, 0.2282695726940004]"
2018.01.25,"[0.06871155761883735, 0.06523404683012858, 0.04668198148185271, 0.2339941493897915, 0.5419566760465021, 0.1616741717051145, 0.2074699892046992, 0.07348683792002662, 0.15302500016872206, 0.08887760250046456, 0.09125626821273121, 0.10943967125845261, 0.09099381645132727, 0.0913221978192244, 0.28949769895903366, 0.59506974854447, 0.11666243973934665, 0.21453155874999238]"
2018.01.25,"[0.08020202685336819, 0.18433709406970333, 0.2963692039839817, 0.13596210011628385, 0.0708995859140852, 0.10588071431694047, 0.2793939777395187, 0.1976045192073664, 0.20937289433948408, 0.10953453174135275, 0.06947995520987232, 0.13900651458822869, 0.2193436950382811, 0.11104394806100105, 0.1666195476576063, 0.11478162097783308, 0.18632034398967817, 0.18597866892276763, 0.14354751261963586, 0.25599604821745625, 0.2187215150580563, 0.1032758725491432, 0.4771530721679584, 0.13411243263083852, 0.22733165577683603, 0.16512891832915927]"
2018.01.25,"[0.03966438986952833, 0.027966544825718243, 0.08374251941359204, 0.10941331878505386, 0.07579497979770518, 0.13463759935824268, 0.12353247582600312, 0.11080262194416786, 0.06491780468179563, 0.05723333160030929, 0.06441796188433829, 0.19240224695868563, 0.10231935256633179, 0.1013894109775637, 0.07285597678946057, 0.538618676922806, 0.08864819337997097, 0.10471182221448964, 0.19929134429174233, 0.3026770067041641, 0.2085766225527051, 0.17811452862227056, 0.2539304707353612, 0.16897654128028905, 0.17064826006786257, 0.12681008939832542, 0.18766883150782437, 0.12337633843765856, 0.11968229073288308, 0.18848135413883663, 0.13780846574707215, 0.12767948970285412, 0.2065490474751342, 0.14339277810084564]"
2018.01.25,"[0.3335354425669611, 0.11069267525307099, 0.08790886543739045, 0.16540672710914736, 0.16606127754745412, 0.14519797734377166, 0.19147544664359384, 0.11089656281412158, 0.23432373429807407, 0.21371224127529964, 0.036573298848840245, 0.07963259040721171, 0.2190288580841484, 0.09022775843102791, 0.20201228565457632, 0.12181121008410824, 0.0710825022199538, 0.1400367976301565, 0.06299943366353059, 0.18339601123711946, 0.25272811345603163, 0.10466310939748778, 0.11592983291643336, 0.05997216104760164, 0.07857404879270954, 0.09518059762579553, 0.12387109934574651, 0.19049380719378492, 0.514889500049191, 0.19408350990829268]"
2018.01.25,"[0.11501209501092266, 0.3815599187940733, 0.169781010515399, 0.07640747626952848, 0.1294411399810341, 0.19325724105274378, 0.22199029594525216, 0.1362895634296097, 0.21713862241073734, 0.12629399005886882, 0.7035502017236448, 0.3020911969827603, 0.1876734263812203]"
2018.01.25,"[0.031342233210444395, 0.07281232036506156, 0.25190052604984475, 0.07294643516877125, 0.07203728407302255, 0.1145775580342983, 0.059350742383644066, 0.07732544545201138, 0.10494848285470625, 0.31879662024631705, 0.03802988831040374, 0.04144027539526984, 0.07176025938794604, 0.16624153603792927, 0.1268581002077254, 0.06884614392443225, 0.08561022640265421, 0.07620732190321898, 0.05168507130209613, 0.05714503330195816, 0.08976170798739497, 0.11091195861870838, 0.09323164781619167, 0.10708417217772623, 0.04485562864311825, 0.3556382467665984, 0.07870238909275692, 0.19390516761377283, 0.4987703594810416, 0.3156618828274395, 0.3520745495779693, 0.11138644681393456, 0.10507764101922933]"
2018.01.18,"[0.10911180655695561, 0.07693248879228212, 0.34554789354774246, 0.1851856507158238, 0.44513200681318543, 0.17720580649387516, 0.24087007524095427, 0.20490887117047496, 0.1434420910490141, 0.29296415317659097, 0.6265180487146139]"
2018.01.18,"[0.05295795691307041, 0.10610370663070266, 0.08379286109971743, 0.07000216727299598, 0.34842777418765, 0.07907963225004985, 0.2176504882033266, 0.11920378136305243, 0.06206714538080514, 0.2589935630764023, 0.08898636829316169, 0.05110833137450429, 0.06709825839959145, 0.0657085883371175, 0.3480198502595847, 0.19008687859147788, 0.07457579760245236, 0.20600672106602708, 0.06275528523431377, 0.07807209935050541, 0.07585878625529864, 0.16514777979331968, 0.062160076968937265, 0.05490204361491751, 0.18474059251560018, 0.2299125307877572, 0.08774530238544921, 0.0694461298323951, 0.09321390153426182, 0.09425789815638666, 0.0689774329044861, 0.0736138043063553, 0.18763713174866128, 0.06536219397818302, 0.10336342169974237, 0.09020224751774537, 0.05344419747452898, 0.09012482412684844, 0.12174566474323087, 0.3397922115421549, 0.08196040521718113, 0.1089701169987085, 0.21246857301569144, 0.08981707344809758, 0.11426812554036998, 0.16621498860014136]"
2018.01.18,"[0.21685912640652483, 0.13336601482584332, 0.29048625674781026, 0.05548513329384653, 0.24665607667710834, 0.2043144215285755, 0.20033897268976664, 0.24508626038857217, 0.17338545512599088, 0.09557606462313095, 0.14316024344508307, 0.14180242697028464, 0.3979823085679615, 0.12580569550021242, 0.18052318536208542, 0.20506969294201893, 0.4214387377887506, 0.24924355340969195, 0.18888952465028486, 0.20215512038497763]"
2018.01.18,"[0.25755360301058144, 0.07738541817826598, 0.1124157786774808, 0.1530980230032249, 0.12108408266018075, 0.3639024742449451, 0.2898282321141715, 0.362280815160882, 0.12707743853579073, 0.23085004755559368, 0.3264398239233311, 0.516871514049373, 0.23571412770225372, 0.17477550505924444]"
2018.01.18,"[0.13503532862638143, 0.2899554339997022, 0.8831590586554239, 0.09292399251491631, 0.0984580201630777, 0.1357257047743111, 0.09252515538855412, 0.2146899670428446, 0.1622294056184405]"
2018.01.18,"[0.05077734323147353, 0.043027543711723445, 0.14213611530369494, 0.1359677256285922, 0.05360252187566126, 0.477468197644454, 0.05962125822457299, 0.043089907704134345, 0.13916710020952497, 0.06167093323942347, 0.09530868458422338, 0.09708246589969792, 0.18653673746509591, 0.09149872451178737, 0.11648348733055977, 0.18634695394942402, 0.16390504028268016, 0.19850638446063856, 0.6755920021156491, 0.12206148576524543, 0.16921394198779163, 0.14578129995349715]"
2018.01.18,"[0.10907640670551665, 0.059372177284167264, 0.050310606872618895, 0.0730547927782161, 0.40231332364051364, 0.12230839860315966, 0.04186210005700257, 0.06267556018384973, 0.17935844341359233, 0.20655087565219846, 0.14399995000400914, 0.20913917632975015, 0.5547337608786554, 0.23320248020116716, 0.2439050733391557, 0.4574288246102009, 0.15511754701200262]"
2018.01.18,"[0.30748833691572763, 0.11158081815353753, 0.17790436966968967, 0.2520285418708422, 0.03933666902284221, 0.17668352257169512, 0.38818040283908967, 0.14485049055751975, 0.20547607282178965, 0.10661031072932221, 0.16067825577096106, 0.12913216533904698, 0.2500342387587102, 0.2724655551471827, 0.2191339843554916, 0.11459545901746392, 0.27182350142589007, 0.0945820976436618, 0.24937829568807113, 0.16345925417582713, 0.08451087127573896, 0.14133609596425212, 0.145759711006797, 0.21103047917794537, 0.18648581971939232]"
2018.01.18,"[0.09540781851220857, 0.08084637399716713, 0.07605907581094616, 0.10090513336732947, 0.9704755805687075, 0.16300776222311605]"
2018.01.18,"[0.08163416880987319, 0.15061238991690465, 0.12438230359383416, 0.18307431936938964, 0.06266025524686289, 0.09381437131707393, 0.4173931122454105, 0.09905287543829439, 0.21587118023343474, 0.18254165618334509, 0.45198578278405616, 0.37744677801893567, 0.4213877675232409, 0.21602824549483318, 0.2720179888307356]"
2018.01.18,"[0.06284034743435526, 0.13682494622564167, 0.6051334729296973, 0.3021898917545092, 0.19919097286206217, 0.5878428132466722, 0.2789944788233938, 0.23822392431636039]"
