Date,Temp,Price
2019-12-10,8.1,1750
2019-12-11,6.3,1750
2019-12-12,-0.7,1725
2019-12-13,2.1,1725
2019-12-16,7.8,1725
2019-12-17,7.7,1725
2019-12-18,0.8,1725
2019-12-19,-0.8,1688
2019-12-20,-1.1,1688
2019-12-23,3.4,1694
2019-12-24,0.8,1713
2019-12-26,2,1713
2019-12-27,-1.7,1713
2019-12-30,2.7,1699
2019-12-31,-7.9,1693
2020-01-02,1,1684
2020-01-03,-0.1,1671
2020-01-06,3.1,1675
2020-01-07,6.3,1664
2020-01-08,2.4,1675
2020-01-09,-1.2,1649
2020-01-10,-0.6,1635
2020-01-13,-2.9,1629
2020-01-14,-2.3,1629
2020-01-15,-2.7,1629
2020-01-16,-1.7,1526
2020-01-17,-0.6,1526
2020-01-20,0.7,1526
2020-01-21,-0.4,1526
2020-01-22,3,1526
2020-01-23,4.6,1578
2020-01-28,6.8,1680
2020-01-29,6,1680
2020-01-30,5.2,1569
2020-01-31,3.9,1569
2020-02-03,-0.4,1630
2020-02-04,-1.6,1626
2020-02-05,-8.3,1626
2020-02-06,-6.4,1501
2020-02-07,-1.7,1501
2020-02-10,4,1451
2020-02-11,6.8,1451
2020-02-12,7.4,1451
2020-02-13,6.5,1379
2020-02-14,8.1,1330
2020-02-17,-5.9,1391
2020-02-18,-4.1,1383
2020-02-19,1,1593
2020-02-20,4.6,1638
2020-02-21,6.7,1638
2020-02-24,7,1638
2020-02-25,6.7,1638
2020-02-26,6.4,1638
2020-02-27,6.1,1610
2020-02-28,4.5,1610
2020-03-02,3.4,1524
2020-03-03,4.8,1644
2020-03-04,2.2,1659
2020-03-05,1.4,1776
2020-03-06,3.7,1860
2020-03-09,11.1,1873
2020-03-10,6.4,1811
2020-03-11,3.8,1904
2020-03-12,6.8,1824
2020-03-13,4.9,1868
2020-03-16,3.6,1918
2020-03-17,6.6,1918
2020-03-18,10,1863
2020-03-19,9.1,1859
2020-03-20,8.8,1853
2020-03-23,10.6,1915
2020-03-24,11.4,1915
2020-03-25,12.5,1915
2020-03-26,14.8,1888
2020-03-27,11.9,1888
2020-03-30,10.2,1889
2020-03-31,11.9,1900
2020-04-01,11.3,1900
2020-04-02,9.3,1894
2020-04-03,10,1894
2020-04-06,9.3,1894
2020-04-07,10.6,1894
2020-04-08,9.4,1894
2020-04-09,8.9,1836
2020-04-10,10.7,1826
2020-04-13,12.4,1826
2020-04-14,13,1826
2020-04-16,16,1914
2020-04-17,12.5,1864
2020-04-20,10,1956
2020-04-21,7.4,1956
2020-04-22,6,1956
2020-04-23,7.9,1973
2020-04-24,9.9,1973
2020-04-27,12.9,2011
2020-04-28,13.9,2008
2020-04-29,14.9,2015
2020-05-04,20.2,2094
2020-05-06,19.4,2098
2020-05-07,20.7,2169
2020-05-08,19.9,2181
2020-05-11,16.5,2234
2020-05-12,14.3,2234
2020-05-13,16.1,2243
2020-05-14,19.3,2165
2020-05-15,16.1,2185
2020-05-18,19.1,2219
2020-05-19,13,2219
2020-05-20,14.4,2219
2020-05-21,17.4,2329
2020-05-22,18.5,2316
2020-05-25,16.6,2276
2020-05-26,16.2,2326
2020-05-27,17.4,2340
2020-05-28,18.7,2363
2020-05-29,20.7,2371
2020-06-01,19.7,2390
2020-06-02,17.9,2396
2020-06-03,22,2393
2020-06-04,21.9,2354
2020-06-05,23,2345
2020-06-08,25,2354
2020-06-09,26.7,2354
2020-06-10,25.8,2413
2020-06-11,26.1,2384
2020-06-12,24.7,2386
2020-06-15,23,2386
2020-06-16,24.4,2386
2020-06-17,24.3,2386
2020-06-18,23.4,2173
2020-06-19,24.7,2173
2020-06-22,28.6,2223
2020-06-23,27.3,2216
2020-06-24,22.3,2203
2020-06-25,21.6,2229
2020-06-26,21.8,2229
2020-06-29,23.8,2229
2020-06-30,20.1,2229
2020-07-01,21.1,2229
2020-07-02,24.2,2223
2020-07-03,25.5,2223
2020-07-06,25.6,2223
2020-07-07,24.1,2223
2020-07-08,25.5,2223
2020-07-09,27.5,2166
2020-07-10,24.5,2191
2020-07-13,18.7,2193
2020-07-14,20.3,2193
2020-07-15,23.4,2196
2020-07-16,25,2181
2020-07-17,26,2181
2020-07-20,23.8,2194
2020-07-21,25,2200
2020-07-22,23.7,2200
2020-07-23,21.1,2308
2020-07-24,22.5,2308
2020-07-27,24.3,2354
2020-07-28,24.4,2311
2020-07-29,23.7,2311
2020-07-30,25.3,2338
2020-07-31,26.2,2368
2020-08-03,25,2368
2020-08-04,27,2368
2020-08-05,26.5,2368
2020-08-06,24.1,2319
2020-08-07,24.3,2319
2020-08-10,26.5,2368
2020-08-11,24.6,2371
2020-08-12,27.2,2371
2020-08-13,28,2409
2020-08-14,27.1,2409
2020-08-18,27.5,2393
2020-08-19,27.1,2393
2020-08-20,27.7,2360
2020-08-21,26.6,2364
2020-08-24,27.8,2347
2020-08-25,29.9,2340
2020-08-26,30.2,2340
2020-08-27,27.1,2194
2020-08-28,27.3,2194
2020-08-31,26.4,2194
2020-09-01,26.6,2184
2020-09-02,24.3,2184
2020-09-03,22.7,2321
2020-09-04,23.3,2321
2020-09-07,19.2,2321
2020-09-08,23.4,2321
2020-09-09,21.1,2321
2020-09-10,22.8,2165
2020-09-11,22.4,2180
2020-09-14,21.3,2243
2020-09-15,23,2246
2020-09-16,22.5,2246
2020-09-17,21.3,2285
2020-09-18,21.5,2285
2020-09-21,19.1,2360
2020-09-22,20.2,2360
2020-09-23,19.2,2373
2020-09-24,20.6,2396
2020-09-25,20.1,2371
2020-09-28,20.7,2371
2020-09-29,19.6,2371
2020-10-05,13.3,2396
2020-10-06,14.2,2396
2020-10-07,16,2396
2020-10-08,17.2,2384
2020-10-12,16.2,2259
2020-10-13,13.6,2253
2020-10-14,12.8,2303
2020-10-15,11.7,2215
2020-10-16,11.8,2215
2020-10-19,15.1,2203
2020-10-20,15.2,2203
2020-10-21,14.1,2203
2020-10-22,13.5,2265
2020-10-23,8.6,2310
2020-10-26,12.9,2291
2020-10-27,14,2246
2020-10-28,13.8,2151
2020-10-29,10.8,2039
2020-10-30,11.9,2039
2020-11-02,10.8,2004
2020-11-03,5.1,2004
2020-11-04,4.9,2004
2020-11-05,9.6,2159
2020-11-06,13.5,2159
2020-11-09,5.5,2159
2020-11-10,7.7,2151
2020-11-11,9.3,2151
2020-11-12,10.4,1994
2020-11-13,12.2,1931
2020-11-16,12.4,2006
2020-11-17,15.9,1993
2020-11-18,16.6,2061
2020-11-19,13.6,2091
2020-11-20,2.8,2029
2020-11-23,1.7,2136
2020-11-24,2.9,2136
2020-11-25,4.6,2150
2020-11-26,5.6,2100
2020-11-27,4.1,2100
2020-11-30,-0.2,2088
2020-12-01,1.1,2038
2020-12-02,2.4,2038
2020-12-03,0.7,2125
2020-12-07,3.4,2189
2020-12-08,-0.5,2200
2020-12-09,1.5,2208
2020-12-10,5.8,2158
2020-12-11,5.3,2158
2020-12-14,-7.7,2183
2020-12-15,-8.3,2183
2020-12-16,-8.3,2113
2020-12-17,-4.9,2144
2020-12-18,-2.1,2144
2020-12-21,-1,2144
2020-12-22,2,2144
2020-12-23,4.5,2144
2020-12-24,2.6,2038
2020-12-28,6.7,2038
2020-12-29,0.1,2063
2020-12-30,-10.9,2075
2020-12-31,-8.9,2031
