Date,Temp,Price
2015-11-05,13.2,1708
2015-11-06,13.5,1708
2015-11-09,10.8,1695
2015-11-10,10,1695
2015-11-11,11.6,1695
2015-11-12,14.5,1760
2015-11-13,11.5,1760
2015-11-16,12.2,1735
2015-11-17,13.9,1735
2015-11-18,10.4,1666
2015-11-19,8.9,1763
2015-11-20,9.8,1763
2015-11-23,8.5,1781
2015-11-24,5.6,1788
2015-11-25,2.4,1811
2015-11-26,-2.7,1959
2015-11-27,-2.8,1959
2015-11-30,4.1,1959
2015-12-01,4,1959
2015-12-02,6,1959
2015-12-03,-0.7,1748
2015-12-07,1.9,1810
2015-12-08,2.9,1810
2015-12-09,5,1810
2015-12-10,7.8,1966
2015-12-11,6.4,1898
2015-12-14,5,1966
2015-12-15,4.7,1966
2015-12-16,-1,1966
2015-12-17,-4.6,1933
2015-12-18,-3.3,1933
2015-12-21,2.2,1940
2015-12-22,3.1,1940
2015-12-23,5.9,1940
2015-12-24,1.5,1895
2015-12-28,-5.7,1864
2015-12-29,-3.2,1856
2015-12-30,0.3,1779
2015-12-31,0.7,1679
2016-01-04,2,1603
2016-01-05,-2.7,1603
2016-01-06,-1.7,1603
2016-01-07,-3.4,1773
2016-01-08,-3.3,1773
2016-01-11,-3.8,1753
2016-01-12,-5.2,1753
2016-01-13,-4.5,1753
2016-01-14,-3.4,1720
2016-01-15,-0.4,1720
2016-01-18,-6.3,1708
2016-01-19,-12.8,1708
2016-01-20,-10.5,1708
2016-01-21,-7.1,1706
2016-01-22,-7.6,1696
2016-01-25,-9.4,1706
2016-01-26,-3.3,1706
2016-01-27,-1.1,1706
2016-01-28,-0.5,1744
2016-01-29,1.9,1744
2016-02-01,-6,1744
2016-02-02,-5.3,1804
2016-02-03,-2.4,1804
2016-02-04,-0.7,1706
2016-02-05,-2.2,1706
2016-02-11,8.1,1843
2016-02-12,8.4,1855
2016-02-15,-5.8,1834
2016-02-16,-2.7,1821
2016-02-17,0,1821
2016-02-18,3.5,1790
2016-02-19,2.3,1785
2016-02-22,1.1,1785
2016-02-23,0.7,1785
2016-02-24,-3,1785
2016-02-25,-0.2,1621
2016-02-26,2.2,1621
2016-03-02,3.1,1525
2016-03-03,8.1,1410
2016-03-04,13.2,1579
2016-03-07,8.1,1649
2016-03-08,2.7,1649
2016-03-09,0.3,1620
2016-03-10,-1.1,1811
2016-03-11,-0.5,1824
2016-03-14,4.7,1824
2016-03-15,5.2,1824
2016-03-16,7.5,1824
2016-03-17,9.3,1711
2016-03-18,13.4,1676
2016-03-21,9.9,1744
2016-03-22,8,1744
2016-03-23,8.2,1744
2016-03-24,7.2,1753
2016-03-25,7.1,1753
2016-03-28,9.8,1865
2016-03-29,11.3,1865
2016-03-30,11.5,1840
2016-03-31,13.5,1808
2016-04-01,15.3,1813
2016-04-04,12.3,1813
2016-04-05,11.4,1813
2016-04-06,14.4,1813
2016-04-07,14.1,1839
2016-04-08,11.1,1839
2016-04-11,12.5,1826
2016-04-12,14.1,1826
2016-04-14,12.4,1769
2016-04-15,15,1721
2016-04-18,11.2,1725
2016-04-19,12,1729
2016-04-20,14.3,1729
2016-04-21,13.5,1893
2016-04-22,13.5,1846
2016-04-25,17.2,1846
2016-04-26,21.1,1846
2016-04-27,17.2,1906
2016-04-28,17.2,1750
2016-04-29,16.2,1750
2016-05-02,21.1,1750
2016-05-03,12.9,1750
2016-05-04,15.7,1554
2016-05-09,20.2,1858
2016-05-10,14.5,1858
2016-05-11,16.4,1869
2016-05-12,17.8,1955
2016-05-13,18.6,1958
2016-05-16,15.9,1961
2016-05-17,19.3,1949
2016-05-18,22.3,1949
2016-05-19,24.3,1949
2016-05-20,24,1949
2016-05-23,23.3,1961
2016-05-24,16.8,1961
2016-05-25,19.7,1961
2016-05-26,19.4,1978
2016-05-27,20.9,1981
2016-05-30,22.1,2009
2016-05-31,21.6,2021
2016-06-01,23.3,2038
2016-06-02,23.2,1991
2016-06-03,22.2,1991
2016-06-07,21.7,2039
2016-06-08,22.1,2054
2016-06-09,24.1,2285
2016-06-10,24.6,2311
2016-06-13,23.5,2324
2016-06-14,23.8,2324
2016-06-15,20.9,2314
2016-06-16,20.9,2244
2016-06-17,23.8,2231
2016-06-20,24.7,2209
2016-06-21,26,2209
2016-06-22,24.3,2196
2016-06-23,24.7,2294
2016-06-24,23.1,2294
2016-06-27,24.4,2294
2016-06-28,24.7,2294
2016-06-29,25.3,2319
2016-06-30,24.6,2254
2016-07-01,24,2254
2016-07-04,21.8,2319
2016-07-05,23.1,2294
2016-07-06,22.9,2294
2016-07-07,24,2286
2016-07-08,27.3,2284
2016-07-11,28.4,2284
2016-07-12,26.3,2284
2016-07-13,26.3,2275
2016-07-14,27.5,2151
2016-07-15,26.2,2138
2016-07-18,24.4,2100
2016-07-19,27.1,2093
2016-07-20,28.6,2098
2016-07-21,28.3,2120
2016-07-22,29.1,2070
2016-07-25,28.4,2070
2016-07-26,28.4,2064
2016-07-27,27.6,2064
2016-07-28,28,1966
2016-07-29,26.3,1929
2016-08-01,28.4,1904
2016-08-02,27.2,1904
2016-08-03,29.1,1904
2016-08-04,30.7,1985
2016-08-05,31.2,2030
2016-08-08,30.5,2068
2016-08-09,29.3,2068
2016-08-10,29.4,2030
2016-08-11,30.5,2039
2016-08-12,30.4,2039
2016-08-16,29.3,2160
2016-08-17,29.9,2135
2016-08-18,29.9,1968
2016-08-19,28.9,1968
2016-08-22,30.7,1968
2016-08-23,28.3,1968
2016-08-24,29.1,2018
2016-08-25,27.1,2011
2016-08-26,23,2011
2016-08-29,22.2,2030
2016-08-30,20.6,2030
2016-08-31,17.7,2030
2016-09-01,23.2,2028
2016-09-02,24.2,2028
2016-09-05,26.4,2003
2016-09-06,24.7,2028
2016-09-07,24.3,2003
2016-09-08,23,1953
2016-09-09,23.9,1913
2016-09-12,23.4,1913
2016-09-13,24.6,1913
2016-09-19,21.9,1965
2016-09-20,20.6,1990
2016-09-21,20.2,2006
2016-09-22,21.9,2058
2016-09-23,21.4,2058
2016-09-26,23.6,2125
2016-09-27,21,2136
2016-09-28,19.9,2136
2016-09-29,20.4,2018
2016-09-30,20.5,1993
2016-10-04,22,1989
2016-10-05,21.1,1989
2016-10-06,18,1976
2016-10-07,19.7,1969
2016-10-10,14,1973
2016-10-11,15.4,1965
2016-10-12,15.5,1965
2016-10-13,15.2,1984
2016-10-14,16.7,1984
2016-10-17,17.5,1920
2016-10-18,17,1920
2016-10-19,18,1920
2016-10-20,18.6,1906
2016-10-21,17.9,1930
2016-10-24,15.1,1934
2016-10-25,14.1,1934
2016-10-26,13.3,1934
2016-10-27,14.6,1899
2016-10-28,14.6,1899
2016-10-31,5.7,1886
2016-11-01,1.5,1886
2016-11-02,4.1,1886
2016-11-03,9.1,1823
2016-11-04,12.3,1823
2016-11-07,12.8,1921
2016-11-08,4.1,1921
2016-11-09,2.1,1896
2016-11-10,6,1911
2016-11-11,9.1,1911
2016-11-14,13.2,1949
2016-11-15,5.2,1949
2016-11-16,5.2,1949
2016-11-17,9.1,1904
2016-11-18,10.3,1904
2016-11-21,9.5,1914
2016-11-22,2,1914
2016-11-23,-1.8,1914
2016-11-24,-2.5,1831
2016-11-25,1,1831
2016-11-28,1.4,1831
2016-11-29,1.7,1831
2016-11-30,6,1831
2016-12-01,4.1,1821
2016-12-05,5.9,1821
2016-12-06,-1.1,1814
2016-12-07,1.7,1814
2016-12-08,2.1,1883
2016-12-09,1.4,1883
2016-12-12,2.3,1899
2016-12-13,3.4,1875
2016-12-14,-1.4,1875
2016-12-15,-5,1888
2016-12-16,-4.7,1888
2016-12-19,7.2,1888
2016-12-20,7.6,1888
2016-12-21,7.9,1888
2016-12-22,5.5,1885
2016-12-23,-2.5,1885
2016-12-26,2.5,1885
2016-12-27,-2.3,1909
2016-12-28,-3.7,1909
2016-12-29,-4.2,1813
2016-12-30,-3.9,1813
2017-01-02,5,1826
2017-01-03,2,1826
2017-01-04,3.9,1826
2017-01-05,3.8,1871
2017-01-06,5.4,1871
2017-01-09,1.5,1884
2017-01-10,-3.7,1884
2017-01-11,-3.8,1884
2017-01-12,-2.2,1909
2017-01-13,-6,1894
2017-01-16,-3.8,1856
2017-01-17,-2,1856
2017-01-18,-0.5,1856
2017-01-19,-1.2,1865
2017-01-20,-4.4,1828
2017-01-23,-8.9,1846
2017-01-24,-7,1784
2017-01-25,-5.2,1784
2017-01-26,-1.3,1788
2017-01-31,-5.4,1868
2017-02-01,-4,1868
2017-02-02,-2.7,1868
2017-02-03,1.5,1855
2017-02-06,-1.7,1874
2017-02-07,-2,1874
2017-02-08,-2.2,1861
2017-02-09,-5.3,1745
2017-02-10,-6.6,1759
2017-02-13,0.1,1759
2017-02-14,0.3,1759
2017-02-15,1.8,1759
2017-02-16,5.5,2044
2017-02-17,0.8,2044
2017-02-20,-1.5,2038
2017-02-21,-0.6,2038
2017-02-22,1.7,2038
2017-02-23,-1.5,2031
2017-02-24,-0.8,2034
2017-02-27,3.7,1968
2017-02-28,5.6,1804
2017-03-02,1.8,1708
2017-03-03,3.3,1708
2017-03-06,0.1,1725
2017-03-07,-1.3,1751
2017-03-08,-0.1,1751
2017-03-09,3.2,1935
2017-03-10,4.8,1935
2017-03-13,6.9,1935
2017-03-14,5.8,1935
2017-03-15,6.3,1935
2017-03-16,6.2,1931
2017-03-17,7.7,1931
2017-03-20,10.2,1956
2017-03-21,7.4,1956
2017-03-22,7.6,1956
2017-03-23,9.1,1959
2017-03-24,8.7,1959
2017-03-27,6.1,1955
2017-03-28,7.1,1955
2017-03-29,8.8,1955
2017-03-30,10.6,1783
2017-03-31,8.6,1765
2017-04-03,11.4,1791
2017-04-04,14.1,1791
2017-04-05,12,1785
2017-04-06,10.4,1929
2017-04-07,14.5,1929
2017-04-10,16.5,1940
2017-04-11,15.3,1940
2017-04-12,11.5,1940
2017-04-13,12.7,1866
2017-04-14,13,1866
2017-04-17,14.7,1959
2017-04-18,11.7,2044
2017-04-19,12.6,2044
2017-04-20,12.9,1891
2017-04-21,13.1,1896
2017-04-24,15.1,1910
2017-04-25,16,1910
2017-04-26,15.1,1910
2017-04-27,13.6,1981
2017-04-28,14.4,2018
2017-05-02,20.7,2054
2017-05-04,21,2106
2017-05-08,17.9,2149
2017-05-10,16.4,2145
2017-05-11,19.3,2219
2017-05-12,19.1,2219
2017-05-15,16,2221
2017-05-16,17.1,2221
2017-05-17,18.6,2216
2017-05-18,20.4,2194
2017-05-19,21.1,2183
2017-05-22,21.8,2230
2017-05-23,20,2230
2017-05-24,21.8,2230
2017-05-25,19.2,2241
2017-05-26,17.7,2243
2017-05-29,22.9,2214
2017-05-30,23.6,2130
2017-05-31,23.3,2130
2017-06-01,23.3,2015
2017-06-02,20.5,2018
2017-06-05,24.2,2074
2017-06-07,17.6,2074
2017-06-08,20.1,2229
2017-06-09,21.2,2229
2017-06-12,22.1,2236
2017-06-13,21.5,2236
2017-06-14,21.8,2249
2017-06-15,23.1,2240
2017-06-16,25.5,2245
2017-06-19,24.8,2274
2017-06-20,26,2295
2017-06-21,25.4,2295
2017-06-22,25.3,2270
2017-06-23,26.7,2275
2017-06-26,23.1,2349
2017-06-27,25.2,2349
2017-06-28,26,2349
2017-06-29,26.2,2375
2017-06-30,25.9,2375
2017-07-03,24.7,2375
2017-07-04,26.7,2388
2017-07-05,27.4,2388
2017-07-06,27.6,2283
2017-07-07,26.4,2283
2017-07-10,24,2289
2017-07-11,26,2289
2017-07-12,27.1,2289
2017-07-13,27.6,2403
2017-07-14,28.7,2408
2017-07-17,26.8,2345
2017-07-18,26.5,2345
2017-07-19,28.3,2345
2017-07-20,29.9,2355
2017-07-21,29.8,2355
2017-07-24,26.2,2423
2017-07-25,29.4,2431
2017-07-26,28.7,2431
2017-07-27,27.1,2293
2017-07-28,25.5,2160
2017-07-31,25.7,2220
2017-08-01,28.6,2293
2017-08-02,30,2293
2017-08-03,30.2,2335
2017-08-04,30.3,2335
2017-08-07,29.2,2335
2017-08-08,28.2,2335
2017-08-09,27.6,2335
2017-08-10,24.8,2350
2017-08-11,27,2350
2017-08-14,24.6,2384
2017-08-16,23.3,2384
2017-08-17,24.8,2251
2017-08-18,26.3,2265
2017-08-21,25.8,2268
2017-08-22,27.3,2268
2017-08-23,27.2,2268
2017-08-24,26.5,2315
2017-08-25,25.3,2315
2017-08-28,21.5,2315
2017-08-29,19.5,2315
2017-08-30,19.8,2315
2017-08-31,22.2,2350
2017-09-01,23.3,2338
2017-09-04,24.6,2338
2017-09-05,21.9,2338
2017-09-06,20.6,2318
2017-09-07,22.4,2286
2017-09-08,24.3,2286
2017-09-11,21.2,2286
2017-09-12,22.1,2286
2017-09-13,21.4,2286
2017-09-14,22.4,2156
2017-09-15,22.6,2078
2017-09-18,21.9,2151
2017-09-19,22.6,2151
2017-09-20,19.5,2151
2017-09-21,20.3,2253
2017-09-22,20.6,2253
2017-09-25,23.4,2253
2017-09-26,25.1,2265
2017-09-27,22.7,2265
2017-09-28,19.2,2265
2017-09-29,17.4,2228
2017-10-10,21.4,2144
2017-10-11,15.5,2133
2017-10-12,11.4,2174
2017-10-13,12.8,2165
2017-10-16,16.6,2080
2017-10-17,16.2,2065
2017-10-18,16.5,2065
2017-10-19,17,1941
2017-10-20,17,1926
2017-10-23,13.7,1949
2017-10-24,14.4,1926
2017-10-25,14.4,1891
2017-10-26,14.5,1908
2017-10-27,16.9,1908
2017-10-30,7.7,1908
2017-10-31,10.4,1908
2017-11-01,14.4,1908
2017-11-02,15.5,1870
2017-11-03,12.3,1870
2017-11-06,11.4,1870
2017-11-07,14.4,1870
2017-11-08,13.1,1870
2017-11-09,9.4,1919
2017-11-10,9.8,1919
2017-11-13,8.4,1941
2017-11-14,7.5,1868
2017-11-15,3.2,1868
2017-11-16,1,1786
2017-11-17,3,1764
2017-11-20,-0.4,1764
2017-11-21,1.3,1764
2017-11-22,4.3,1764
2017-11-23,0.9,1940
2017-11-24,-0.4,1920
2017-11-27,2.5,1920
2017-11-28,6.4,1904
2017-11-29,3.2,1904
2017-11-30,-2.4,1878
2017-12-04,-1.2,1898
2017-12-05,-4.2,1898
2017-12-06,0.2,1898
2017-12-07,0.7,1976
2017-12-08,-3.8,1976
2017-12-11,-7,1976
2017-12-12,-9.4,1976
2017-12-13,-8.7,1976
2017-12-14,-6.6,1920
2017-12-15,-3,1911
2017-12-18,-1.6,1911
2017-12-19,-3.9,1911
2017-12-20,-3.9,1953
2017-12-21,-0.9,1835
2017-12-22,3.4,1835
2017-12-26,-3.8,1856
2017-12-27,-6.9,1835
2017-12-28,-2.1,1788
2017-12-29,2.1,1788
2018-01-02,-1.8,1788
2018-01-03,-4.7,1788
2018-01-04,-4.7,1819
2018-01-05,-3,1813
2018-01-08,1.3,1819
2018-01-09,-4.2,1814
2018-01-10,-7.5,1814
2018-01-11,-11.1,1701
2018-01-12,-10.2,1708
2018-01-15,4.7,1763
2018-01-16,3.5,1745
2018-01-17,4.5,1745
2018-01-18,2.1,1671
2018-01-19,1,1671
2018-01-22,0.2,1671
2018-01-23,-11.7,1666
2018-01-24,-14.2,1666
2018-01-25,-14,1623
2018-01-26,-14.8,1623
2018-01-29,-8.5,1623
2018-01-30,-5.3,1623
2018-01-31,-2.6,1623
2018-02-01,-4,1685
2018-02-02,-2.4,1735
2018-02-05,-9.4,1735
2018-02-06,-10.1,1735
2018-02-07,-8,1735
2018-02-08,-4.4,1720
2018-02-09,0.4,1743
2018-02-12,-5.8,1718
2018-02-13,-0.8,1711
2018-02-14,3.5,1711
2018-02-19,1.8,1786
2018-02-20,0.9,1786
2018-02-21,-0.9,1786
2018-02-22,1.3,1774
2018-02-23,4.2,1761
2018-02-26,3.1,1799
2018-02-27,4.2,1799
2018-02-28,4.6,1851
2018-03-02,-0.7,1739
2018-03-05,5.5,1776
2018-03-06,4.5,1776
2018-03-07,6.4,1814
2018-03-08,4.6,1788
2018-03-09,4.5,1813
2018-03-12,8,1833
2018-03-13,12.4,1833
2018-03-14,17,1813
2018-03-15,12.4,1791
2018-03-16,7.1,1791
2018-03-19,8,1774
2018-03-20,4.7,1774
2018-03-21,2.1,1774
2018-03-22,4.9,1779
2018-03-23,6.1,1779
2018-03-26,11,1791
2018-03-27,13.3,1765
2018-03-28,14,1765
2018-03-29,15.4,1761
2018-03-30,14.8,1770
2018-04-02,18.4,1779
2018-04-03,17.8,1779
2018-04-04,13.4,1779
2018-04-05,7.6,1816
2018-04-06,5.8,1791
2018-04-09,7.9,1816
2018-04-10,15.1,1816
2018-04-11,12.6,1816
2018-04-12,13.3,1843
2018-04-13,14.6,1843
2018-04-16,11.6,1843
2018-04-17,12.9,1843
2018-04-18,12.4,1843
2018-04-19,14,1765
2018-04-20,18.4,1765
2018-04-23,9.3,1740
2018-04-24,12.1,1740
2018-04-25,14.6,1740
2018-04-26,14.9,1668
2018-04-27,15.7,1698
2018-04-30,19.2,1698
2018-05-02,15.1,1698
2018-05-03,11.2,1746
2018-05-04,14.1,1746
2018-05-08,17.5,1723
2018-05-09,15.7,1770
2018-05-10,15.4,1745
2018-05-11,16.1,1745
2018-05-14,18.2,1818
2018-05-15,23.2,1818
2018-05-16,22.3,1818
2018-05-17,20.9,1805
2018-05-18,16.3,1805
2018-05-21,17.8,1830
2018-05-23,17.3,1830
2018-05-24,18.3,1855
2018-05-25,19.7,1893
2018-05-28,22.3,1835
2018-05-29,21.4,1835
2018-05-30,20.2,1835
2018-05-31,20.9,1823
2018-06-01,23.8,1831
2018-06-04,22.6,1831
2018-06-05,23.7,1831
2018-06-07,22.2,1888
2018-06-08,21.9,1904
2018-06-11,20.2,1910
2018-06-12,21.3,1910
2018-06-14,21.6,1909
2018-06-15,21.7,1950
2018-06-18,24.8,1970
2018-06-19,22.4,1975
2018-06-20,22.7,1975
2018-06-21,23.7,1976
2018-06-22,25,2115
2018-06-25,27.1,2115
2018-06-26,22.3,2139
2018-06-27,22.3,2115
2018-06-28,23.3,2096
2018-06-29,24.7,2096
2018-07-02,22.6,2096
2018-07-03,27.4,2109
2018-07-04,27.3,2109
2018-07-05,25.3,2164
2018-07-06,23.9,2184
2018-07-09,20.8,2198
2018-07-10,23.7,2227
2018-07-11,26.8,2284
2018-07-12,26.6,2256
2018-07-13,27.3,2254
2018-07-16,28.7,2271
2018-07-17,28.1,2271
2018-07-18,28.2,2271
2018-07-19,28.7,2296
2018-07-20,29.5,2296
2018-07-23,31.7,2334
2018-07-24,31.4,2334
2018-07-25,30.1,2334
2018-07-26,30.1,2288
2018-07-27,30.9,2288
2018-07-30,31.7,2288
2018-07-31,32.6,2279
2018-08-01,33.6,2279
2018-08-02,33.7,2179
2018-08-03,33.1,2173
2018-08-06,30.5,2173
2018-08-07,30.5,2191
2018-08-08,31,2228
2018-08-09,28.8,2234
2018-08-10,30.7,2273
2018-08-13,30.5,2204
2018-08-14,31.7,2204
2018-08-16,29.9,2204
2018-08-17,27.2,2199
2018-08-20,29.1,2174
2018-08-21,26.6,2174
2018-08-22,30.7,2174
2018-08-23,29.4,2185
2018-08-24,24.4,2185
2018-08-27,22.7,2185
2018-08-28,23.7,2210
2018-08-29,25.2,2210
2018-08-30,25.3,2153
2018-08-31,25.6,2124
2018-09-03,23.3,2124
2018-09-04,23.2,2124
2018-09-05,24,2124
2018-09-06,24.1,2136
2018-09-07,22,2129
2018-09-10,22.9,2129
2018-09-11,21.6,2138
2018-09-12,22.8,2138
2018-09-13,23.5,2175
2018-09-14,23.5,2175
2018-09-17,22.3,2175
2018-09-18,22,2150
2018-09-19,22.1,2150
2018-09-20,19,2049
2018-09-21,19.4,2049
2018-09-27,18.9,2049
2018-09-28,17.5,2049
2018-10-01,15.4,2073
2018-10-02,15.9,2073
2018-10-04,19.3,1951
2018-10-05,16.9,1951
2018-10-08,14.8,1951
2018-10-10,12,1948
2018-10-11,9.7,1984
2018-10-12,10.9,1990
2018-10-15,15.2,1980
2018-10-16,14.5,1980
2018-10-17,12.4,1980
2018-10-18,12.7,1905
2018-10-19,13.1,1905
2018-10-22,14,1905
2018-10-23,12.2,1905
2018-10-24,12.5,1905
2018-10-25,13.8,1874
2018-10-26,12.2,1870
2018-10-29,7.2,1870
2018-10-30,6.1,1861
2018-10-31,7.4,1861
2018-11-01,8.4,1774
2018-11-02,10.6,1774
2018-11-05,11.9,1774
2018-11-06,12.2,1761
2018-11-07,12.8,1761
2018-11-08,11.8,1828
2018-11-09,12.1,1803
2018-11-12,8.1,1803
2018-11-13,8.8,1803
2018-11-14,9.8,1803
2018-11-15,9.7,1750
2018-11-16,8.8,1750
2018-11-19,6.5,1775
2018-11-20,6.5,1775
2018-11-21,5.8,1775
2018-11-22,2.3,1843
2018-11-23,1.9,1843
2018-11-26,6.3,1843
2018-11-27,7.1,1843
2018-11-28,5,1843
2018-11-29,3.5,1700
2018-11-30,2.7,1700
2018-12-03,11.5,1700
2018-12-04,6.7,1691
2018-12-05,0,1691
2018-12-06,2.4,1674
2018-12-10,-2.5,1711
2018-12-11,0.2,1711
2018-12-12,-1.9,1711
2018-12-13,-2.2,1750
2018-12-14,-4.4,1750
2018-12-17,1.6,1750
2018-12-18,2.6,1750
2018-12-19,4,1750
2018-12-20,3.4,1754
2018-12-21,5.6,1763
2018-12-24,-2.3,1849
2018-12-26,-1.5,1829
2018-12-27,-10.1,1703
2018-12-28,-10.5,1723
2018-12-31,-5.4,1765
2019-01-02,-4.9,1708
2019-01-03,-3.5,1613
2019-01-04,-1.1,1605
2019-01-07,-1.9,1668
2019-01-08,-3.5,1668
2019-01-09,-4.7,1654
2019-01-10,-0.6,1654
2019-01-11,2.4,1654
2019-01-14,1.4,1691
2019-01-15,-1.7,1683
2019-01-16,-5.2,1683
2019-01-17,-0.3,1645
2019-01-18,0.6,1645
2019-01-21,-1.2,1690
2019-01-22,1.7,1690
2019-01-23,2,1690
2019-01-24,0.1,1690
2019-01-25,-1.2,1690
2019-01-28,1.2,1690
2019-01-29,-0.2,1690
2019-01-30,1.8,1683
2019-01-31,-2,1608
2019-02-01,-2.1,1608
2019-02-07,-2.1,1633
2019-02-08,-6.1,1559
2019-02-11,-3,1645
2019-02-12,-0.6,1645
2019-02-13,-2.1,1645
2019-02-14,-0.5,1513
2019-02-15,-0.8,1508
2019-02-18,0.9,1683
2019-02-19,1.4,1683
2019-02-20,1.7,1683
2019-02-21,2.4,1683
2019-02-22,4,1695
2019-02-25,4.7,1695
2019-02-26,5.2,1681
2019-02-27,7.8,1681
2019-02-28,6.6,1530
2019-03-04,9.9,1545
2019-03-05,8.4,1545
2019-03-06,8.4,1545
2019-03-07,7,1653
2019-03-08,6.1,1645
2019-03-11,6.6,1645
2019-03-12,3.9,1645
2019-03-13,3.5,1645
2019-03-14,5,1658
2019-03-15,5.5,1669
2019-03-18,7.1,1669
2019-03-19,10,1669
2019-03-20,10.3,1669
2019-03-21,7.1,1681
2019-03-22,3.3,1606
2019-03-25,7.3,1606
2019-03-26,11.4,1694
2019-03-27,11.6,1694
2019-03-28,9.4,1726
2019-03-29,9.2,1765
2019-04-01,5.5,1765
2019-04-02,6.7,1788
2019-04-03,7.6,1788
2019-04-04,9.2,1716
2019-04-05,11.4,1730
2019-04-08,11.6,1730
2019-04-09,9.2,1744
2019-04-10,7.1,1751
2019-04-11,9.5,1814
2019-04-12,11.4,1876
2019-04-15,11.6,1876
2019-04-16,14.9,1764
2019-04-17,15.3,1876
2019-04-18,12.6,1889
2019-04-19,13.8,1921
2019-04-22,19.3,1934
2019-04-23,20.4,1934
2019-04-24,19.5,1934
2019-04-25,13.2,1959
2019-04-26,8.4,1979
2019-04-29,13,1979
2019-04-30,15.5,1986
2019-05-02,17.1,1909
2019-05-03,17.9,1909
2019-05-07,15,1934
2019-05-08,15.6,1934
2019-05-09,16.6,1981
2019-05-10,17.8,1981
2019-05-13,18.7,1981
2019-05-14,19.6,1981
2019-05-15,20.7,1981
2019-05-16,23.5,1995
2019-05-17,23.6,1995
2019-05-20,16.4,1956
2019-05-21,17.2,1956
2019-05-22,19.5,1956
2019-05-23,22.1,1955
2019-05-24,24.2,1970
2019-05-27,17.8,1968
2019-05-28,18.1,1968
2019-05-29,20.3,1968
2019-05-30,19.6,1799
2019-05-31,19.1,1774
2019-06-03,23.1,1795
2019-06-04,22.6,1795
2019-06-05,23,1795
2019-06-07,20,1889
2019-06-10,18.4,1889
2019-06-11,20.5,1889
2019-06-12,21.5,1901
2019-06-13,23,1948
2019-06-14,23,1935
2019-06-17,21.7,1935
2019-06-18,20.8,1935
2019-06-19,21.4,1935
2019-06-20,22.7,1951
2019-06-21,22.1,1951
2019-06-24,25.2,1976
2019-06-25,25.6,1973
2019-06-26,25.5,1973
2019-06-27,25.5,1898
2019-06-28,24.7,1885
2019-07-01,23.9,1885
2019-07-02,24.4,1885
2019-07-03,24.1,1853
2019-07-04,25.4,1866
2019-07-05,27.6,1866
2019-07-08,25.1,1911
2019-07-09,25,1911
2019-07-10,22.7,1911
2019-07-11,21.9,1861
2019-07-12,23.6,1841
2019-07-15,23.8,1854
2019-07-16,24.7,1854
2019-07-17,25.6,1854
2019-07-18,26.9,1873
2019-07-19,28.6,1910
2019-07-22,26.7,1910
2019-07-23,28.1,1911
2019-07-24,26.5,1911
2019-07-25,26.3,1848
2019-07-26,25.1,1848
2019-07-29,27.5,1848
2019-07-30,28.1,1848
2019-07-31,25.8,1848
2019-08-01,26.3,1805
2019-08-02,28.4,1805
2019-08-05,30.5,1799
2019-08-06,31.6,1876
2019-08-07,26.9,1876
2019-08-08,28.9,1855
2019-08-09,29.8,1855
2019-08-12,26.6,1855
2019-08-13,29.2,1855
2019-08-14,30.4,1855
2019-08-16,25.9,1818
2019-08-19,26.3,1825
2019-08-20,28.2,1825
2019-08-21,27,1825
2019-08-22,26.9,1909
2019-08-23,26.2,1909
2019-08-26,26.4,1909
2019-08-27,25.7,1909
2019-08-28,26.1,1909
2019-08-29,23.4,1880
2019-08-30,22.6,1880
2019-09-02,24.4,1880
2019-09-03,24.1,1880
2019-09-04,22.8,1869
2019-09-05,23,1939
2019-09-06,25.3,1950
2019-09-09,25.1,1963
2019-09-10,23.8,1963
2019-09-11,24.3,1963
2019-09-16,24.5,1938
2019-09-17,23.5,1975
2019-09-18,21,1975
2019-09-19,19.5,2086
2019-09-20,19.6,2075
2019-09-23,20,2106
2019-09-24,19.8,2106
2019-09-25,20.9,2115
2019-09-26,22.9,2128
2019-09-27,22.9,2133
2019-09-30,22.4,2133
2019-10-01,23.1,2133
2019-10-02,21.6,2133
2019-10-04,22.4,2094
2019-10-07,14.8,2115
2019-10-08,14.7,2048
2019-10-10,15.2,1904
2019-10-11,18.8,1861
2019-10-14,14.4,1839
2019-10-15,14.5,1805
2019-10-16,14.6,1805
2019-10-17,15.4,1720
2019-10-18,17,1691
2019-10-21,17.1,1716
2019-10-22,18.1,1696
2019-10-23,17,1696
2019-10-24,18.3,1659
2019-10-25,16.7,1659
2019-10-28,12.9,1659
2019-10-29,12.5,1655
2019-10-30,11.2,1630
2019-10-31,14.8,1361
2019-11-01,14.9,1361
2019-11-04,13.8,1361
2019-11-05,12.4,1354
2019-11-06,11,1354
2019-11-07,9.2,1566
2019-11-08,6.8,1575
2019-11-11,11.2,1616
2019-11-12,9.3,1616
2019-11-13,7.2,1616
2019-11-14,1.3,1626
2019-11-15,5.6,1626
2019-11-18,4.6,1626
2019-11-19,0.2,1626
2019-11-20,0.5,1625
2019-11-21,4.2,1653
2019-11-22,9.7,1653
2019-11-25,1.9,1723
2019-11-26,6.6,1723
2019-11-27,3.1,1750
2019-11-28,3.5,1701
2019-11-29,1.5,1688
2019-12-02,-0.1,1688
2019-12-03,0.5,1725
2019-12-04,2,1725
2019-12-05,-4.4,1750
2019-12-09,3.2,1750
